work_item,target,action,position,other,confidence,frequency
踊り場ステイ折損補強取り付け溶接,,溶接,,踊り場ステイ折損補強取り付け,40,1
リンギ入れ枠折損修正溶接,,溶接,,リンギ入れ枠折損修正,40,1
蝶番曲がり直し折損修正溶接,,溶接,,蝶番曲がり直し折損修正,40,1
リンギ入13本切断,,切断,,リンギ入13本,40,1
折れ込み点検,,,,,0,1
左ウィング開閉応急修理,ウィング,修理,左,開閉応急,100,1
センターシート点検,シート,,センター,点検,60,1
雨漏れ応急修理,,修理,,雨漏れ応急,40,1
左ツイストロック分解曲がり直し,,直し,左,ツイストロック分解曲がり,60,1
右ツイストロック分解曲がり直し,,直し,右,ツイストロック分解曲がり,60,1
左ツイストロック分解調整,,調整,左,ツイストロック分解,60,1
煽りドア補助装置4個取替加工,ドア,取替,,煽り補助装置4個加工,80,1
左煽りドア補助装置応急処置,ドア,,左,煽り補助装置応急処置,60,1
フロワーマット脱着,,脱着,,フロワーマット,40,1
ボルト腐食2本取替加工,,取替,,ボルト腐食2本加工,40,1
ボルト3本折損取替,,取替,,ボルト3本折損,40,1
車高灯左ブラケット取替加工,ブラケット,取替,左,車高灯加工,100,1
ライニング張り替え8枚,,,,,0,1
駐車ブレーキハンドル分解嚙み込み修理,ハンドル,修理,,駐車ブレーキ分解嚙み込み,80,1
ウィングホースバンドリベット打ち替え,ホース,,,ウィングバンドリベット打ち替え,40,1
左右煽りドア補助装置調整,ドア,調整,左,右煽り補助装置,100,1
wナット付替え,,付替,,wナットえ,40,1
左サイドガード取付ボルト折れ込み修理,ガード,修理,左,サイド取付ボルト折れ込み,100,1
12㎜ボルトASSY交換,,交換,,12㎜ボルトASSY,40,1
10㎜ボルトASSY取付,,取付,,10㎜ボルトASSY,40,1
ツイストロックレバーブラケット取替加工,ブラケット,取替,,ツイストロックレバー加工,80,1
左リヤ泥除けゴム押え脱着,ゴム,脱着,左,リヤ泥除け押え,100,1
折損修正ステン溶接,,溶接,,折損修正ステン,40,1
ステップ脱着付替え加工,ステップ,脱着,,付替え加工,80,1
反射板取付,反射板,取付,,,80,1
クロスメンバー後ろ側3番4番左右亀裂4ヶ所カット溶接,メンバー,溶接,左,クロス後ろ側3番4番右亀裂4ヶ所カット,100,1
左反射板ステイ曲がり直し,反射板,直し,左,ステイ曲がり,100,1
左ステイ曲がり直し,,直し,左,ステイ曲がり,60,1
左ウィングキャッチ前,キャッチ,,左,ウィング前,60,1
後ろ２個交換,,交換,後,ろ２個,60,1
ホイール塗装8本,ホイール,塗装,,8本,80,1
カプラーレバーピン取替,,取替,,カプラーレバーピン,40,1
カーテンランナーフック取り付け溶接,,溶接,,カーテンランナーフック取り付け,40,1
中板1枚脱着,,脱着,,中板1枚,40,1
左ウィング枠骨鈑金修理,ウィング,修理,左,枠骨鈑金,100,1
蝶番取替加工,,取替,,蝶番加工,40,1
燃料タンク繋ぎホース脱着,ホース,脱着,,燃料タンク繋ぎ,80,1
左フィニシャー,,,左,フィニシャー,20,1
クロスメンバー応急曲がり直し,メンバー,直し,,クロス応急曲がり,80,1
左ドア内張脱着,ドア,脱着,左,内張,100,1
反射板リベット打ち替え2本,反射板,,,リベット打ち替え2本,40,1
リヤ泥除けゴム3枚取り換え,ゴム,,,リヤ泥除け3枚取り換え,40,1
化粧板付替え,,付替,,化粧板え,40,1
反射板取り換え,反射板,,,取り換え,40,1
アンダーカバーブラケット溶接,ブラケット,溶接,,アンダーカバー,80,1
左ラックストッパー切断,,切断,左,ラックストッパー,60,1
左前セイコーラック取替,,取替,左,前セイコーラック,60,1
下廻り塗装,,塗装,下,廻り,60,1
左煽りドア補助装置脱着,ドア,脱着,左,煽り補助装置,100,1
分解折損修正応急修理,,修理,,分解折損修正応急,40,1
左リヤフェンダー,フェンダー,,左,リヤ,60,1
テールランプASSY,ランプ,,,テールASSY,40,1
テールランプブラケット曲がり直し,ランプ,直し,,テールブラケット曲がり,80,1
カプラースイッチ交換,,交換,,カプラースイッチ,40,1
リヤカーテンレール脱着,レール,脱着,,リヤカーテン,80,1
パイプ切断脱着溶接,パイプ,脱着,,切断溶接,80,1
リング10個交換（部品代金込み）,,交換,,リング10個（部品代金込み）,40,1
左フィニッシャー曲がり直し,フィニッシャー,直し,左,曲がり,100,1
フォグランプ付替え,ランプ,付替,,フォグえ,80,1
右側テールランプ脱着,ランプ,脱着,右,側テール,100,1
ステン枠脱着鈑金修理,,脱着,,ステン枠鈑金修理,40,1
左側ステイ製作切替加工,,製作,左,側ステイ切替加工,60,1
右側当たり部分切断修正溶接,,溶接,右,側当たり部分切断修正,60,1
観音扉雨漏れ点検,,,,,0,1
プラットホーム左踊場脱着,,脱着,左,プラットホーム踊場,60,1
ブラケットボルト2本取付,ブラケット,取付,,ボルト2本,80,1
グリル脱着グロメット取替,グリル,脱着,,グロメット取替,80,1
UDPC取付ボルト折れ込み修理,,修理,,UDPC取付ボルト折れ込み,40,1
左サイドガード折損2カ所修正溶接,ガード,溶接,左,サイド折損2カ所修正,100,1
歯止め入れ折損修正溶接,,溶接,,歯止め入れ折損修正,40,1
右前ウィングウェザーストリップゴム取り換え加工,ゴム,加工,右,前ウィングウェザーストリップ取り換え,100,1
フレームクロスメンバー亀裂6カ所カット溶接,メンバー,溶接,,フレームクロス亀裂6カ所カット,80,1
補強取り付け溶接4ヶ所,,溶接,,補強取り付け4ヶ所,40,1
右タイヤ灯脱着折損修正補強取り付け溶接,タイヤ,脱着,右,灯折損修正補強取り付け溶接,100,1
左サイドバンパーコーナーパイプ製作切替加工,バンパー,製作,左,サイドコーナーパイプ切替加工,100,1
リヤ右前側シャックル,,,右,リヤ前側シャックル,20,1
ブラケット亀裂カット溶接,ブラケット,溶接,,亀裂カット,80,1
左サイドバンパー前側コーナーパイプ製作切替加工,バンパー,製作,左,サイド前側コーナーパイプ切替加工,100,1
煽りドア補助装置4ヶ所切断取り換え加工,ドア,切断,,煽り補助装置4ヶ所取り換え加工,80,1
右前,,,右,前,20,1
左後ろ煽りドア補助装置２個取替,ドア,取替,左,後ろ煽り補助装置２個,100,1
左サイドミラー脱着,ミラー,脱着,左,サイド,100,1
サイドアーム修正,ドア,修正,サイド,アーム,100,1
右サイドバンパーステイ脱着,バンパー,脱着,右,サイドステイ,100,1
ウィングセンターシート雨漏れ点検,シート,,センター,ウィング雨漏れ点検,60,1
キャブチルドロック点検修理,,修理,,キャブチルドロック点検,40,1
リーフスプリングハンガーブラケット前側左右亀裂カット溶接,ブラケット,溶接,左,リーフスプリングハンガー前側右亀裂カット,100,1
左センタースロットル切断取り外し,,切断,左,センタースロットル取り外し,60,1
左ウィングサイドウェザーストリップゴム交換,ゴム,交換,左,ウィングサイドウェザーストリップ,100,1
左右サイドバンパー腐食部分３ヶ所補強取付溶接,バンパー,溶接,左,右サイド腐食部分３ヶ所補強取付,100,1
左右サイドガード亀裂溶接３ヶ所,ガード,溶接,左,右サイド亀裂３ヶ所,100,1
巻き込み防止パイプ1本切替,パイプ,切替,,巻き込み防止1本,80,1
３ヶ所折損溶接,,溶接,,３ヶ所折損,40,1
バッテリースイッチ取り付けステイ製作取り付け加工,,製作,,バッテリースイッチ取り付けステイ取り付け加工,40,1
左右キャスターストッパー取り付け加工,,加工,左,右キャスターストッパー取り付け,60,1
ウィングウェザーストリップゴム清掃応急貼り付け,ゴム,,,ウィングウェザーストリップ清掃応急貼り付け,40,1
ダンプボデー左右サブフレーム亀裂6カ所カット溶接,,溶接,左,ダンプボデー右サブフレーム亀裂6カ所カット,60,1
左泥除けプレート亀裂溶接,,溶接,左,泥除けプレート亀裂,60,1
右泥除けプレート脱着鈑金溶接,,脱着,右,泥除けプレート鈑金溶接,60,1
リフレクターステイ脱着鈑金,,脱着,,リフレクターステイ鈑金,40,1
左ジョルダーストッパー切断脱着,,脱着,左,ジョルダーストッパー切断,60,1
ホイスト切断ジョルダー脱着亀裂カット修正溶接,,脱着,,ホイスト切断ジョルダー亀裂カット修正溶接,40,1
右オイル清掃,,,右,オイル清掃,20,1
左サイドガード1番ステイ製作取替加工,ガード,取替,左,サイド1番ステイ製作加工,100,1
左ミラー分解修理,ミラー,修理,左,分解,100,1
塗料代金,,,,,0,1
左煽りドア補助装置交換,ドア,交換,左,煽り補助装置,100,1
踊り場ガタ修理,,修理,,踊り場ガタ,40,1
運転席側ドアー捻じれ修理,ドア,修理,,運転席側ー捻じれ,80,1
踊り場縞板脱着,,脱着,,踊り場縞板,40,1
左右テールランプ交換,ランプ,交換,左,右テール,100,1
テールランプブラケット製作取付加工,ランプ,製作,,テールブラケット取付加工,80,1
右ドア後ろメッキカバー取替,ドア,取替,右,後ろメッキカバー,100,1
カプラースイッチブラケット取付加工,ブラケット,加工,,カプラースイッチ取付,80,1
アドブルーキャップ嚙み込み修理,,修理,,アドブルーキャップ嚙み込み,40,1
右カプラー滑り台脱着切断鈑金修理,,脱着,右,カプラー滑り台切断鈑金修理,60,1
フレーム取り付け部分修正,,取り付け,,フレーム部分修正,40,1
左セイコーラック取替2個,,取替,左,セイコーラック2個,60,1
UDPC取付ボルト折れ込み修理3本,,修理,,UDPC取付ボルト折れ込み3本,40,1
アンテナ位置替え,,,,,0,1
4tセンターシート張替,シート,張替,センター,4t,100,1
クロスメンバー亀裂溶接6カ所,メンバー,溶接,,クロス亀裂6カ所,80,1
ウィング後ろ左右リーンホースメント2個取替加工,ホース,取替,左,ウィング後ろ右リーンメント2個加工,100,1
観音扉キーブラケット交換,ブラケット,交換,,観音扉キー,80,1
スプリングシート4ヶ所前後亀裂溶接,シート,溶接,前,スプリング4ヶ所後亀裂,100,1
左サイドガード2番ステイ腐食部分切替,ガード,切替,左,サイド2番ステイ腐食部分,100,1
3番腐食部分コーナーパイプ製作切替,パイプ,製作,,3番腐食部分コーナー切替,80,1
突っ張りパイプ切替,パイプ,切替,,突っ張り,80,1
マーカーランプ脱着配線引替え,ランプ,脱着,,マーカー配線引替え,80,1
リフレクター貼替,,,,,0,1
ラッチ脱着清掃,,脱着,,ラッチ清掃,40,1
アーム脱着修正,,脱着,,アーム修正,40,1
キーシリンダー脱着清掃,,脱着,,キーシリンダー清掃,40,1
ウィングオイル漏れ点検,ウィング,,,オイル漏れ点検,40,1
右バンパーフィニッシャー,バンパー,,右,フィニッシャー,60,1
コーナーカバー交換修正,カバー,交換,,コーナー修正,80,1
左フラッシャー,,,左,フラッシャー,20,1
左ドアストッパーボルト折れ込み修理,ドア,修理,左,ストッパーボルト折れ込み,100,1
燃料タンクキャップ破壊交換,タンク,交換,,燃料キャップ破壊,80,1
左サイドガード折損部切り替え加工溶接,ガード,溶接,左,サイド折損部切り替え加工,100,1
マフラー防熱カバー折れ込みボルト修理,カバー,修理,,マフラー防熱折れ込みボルト,80,1
クロスメンバー亀裂不良箇所溶接修理,メンバー,修理,,クロス亀裂不良箇所溶接,80,1
テールパイプブッシュゴム取付,ゴム,取付,,テールパイプブッシュ,80,1
カプラーロック,,,,,0,1
ラッチ切断交換,,交換,,ラッチ切断,40,1
ガッチャロックピン溶接,,溶接,,ガッチャロックピン,40,1
左観音扉コンパネ入れリベット打ち替え,,,左,観音扉コンパネ入れリベット打ち替え,20,1
ジョルダーストッパー切断ジョルダー脱着,,脱着,,ジョルダーストッパー切断ジョルダー,40,1
ローラー脱着,,脱着,,ローラー,40,1
左フェンダー亀裂溶接,フェンダー,溶接,左,亀裂,100,1
滑り台収納レール3本折損部ステイ製作取付加工,レール,製作,,滑り台収納3本折損部ステイ取付加工,80,1
右前煽りドア補助装置取替,ドア,取替,右,前煽り補助装置,100,1
観音扉クランプ塗装,ランプ,塗装,,観音扉ク,80,1
サイドガードASSY脱着,ガード,脱着,サイド,ASSY,100,1
踊り場左縞鋼板脱着,鋼板,脱着,左,踊り場縞,100,1
オイルタンクブラケット修正ボルト折れ込み修理,ブラケット,修理,,オイルタンク修正ボルト折れ込み,80,1
リヤ左右アーチゴム取替,ゴム,取替,左,リヤ右アーチ,100,1
左後ろ煽りドアキャッチ取替,ドア,取替,左,後ろ煽りキャッチ,100,1
中間エキゾーストパイプ腐食部分鉄板張り修理,パイプ,修理,,中間エキゾースト腐食部分鉄板張り,80,1
三角リフレクター穴掘り位置替え付替え加工,,加工,,三角リフレクター穴掘り位置替え付替え,40,1
三角リフレクター取替ボルト折れ込み修理,,取替,,三角リフレクターボルト折れ込み修理,40,1
左右サイドガードステップリベット打ち替え加工,ステップ,加工,左,右サイドガードリベット打ち替え,100,1
雨切り取替加工,,取替,,雨切り加工,40,1
ツイストロック分解点検,,,,,0,1
ブラケット曲がり直し溶接,ブラケット,溶接,,曲がり直し,80,1
ステイ脱着ボルト切断取替加工,,脱着,,ステイボルト切断取替加工,40,1
押えボルト製作取替,,取替,,押えボルト製作,40,1
フックステイ折れ込みボルト6本修理,,修理,,フックステイ折れ込みボルト6本,40,1
ステイ取付加工,,加工,,ステイ取付,40,1
荷台ベアリング4個取替加工,,取替,,荷台ベアリング4個加工,40,1
ローラーブラケット補強取付ステン溶接,ブラケット,溶接,,ローラー補強取付ステン,80,1
左前ウィングキャッチ受け脱着鈑金,キャッチ,脱着,左,前ウィング受け鈑金,100,1
工具箱蓋応急修理,,修理,,工具箱蓋応急,40,1
鳥居折損修理及び補強製作取付加工,,修理,,鳥居折損及び補強製作取付加工,40,1
リヤ左右床枠フェンダー4ヶ所腐食溶接修理,フェンダー,修理,左,リヤ右床枠4ヶ所腐食溶接,100,1
架台左中側ジョルダー脱着加工折損溶接,,脱着,左,架台中側ジョルダー加工折損溶接,60,1
分解鈑金修理,,修理,,分解鈑金,40,1
腐食部分補強板2枚製作取付加工,,製作,,腐食部分補強板2枚取付加工,40,1
プラットホーム架台溶接,,溶接,,プラットホーム架台,40,1
左右サイドガード折損溶接３ヶ所,ガード,溶接,左,右サイド折損３ヶ所,100,1
左床枠点検,,,左,床枠点検,20,1
後ろキャッチ脱着鈑金修理,キャッチ,脱着,後,ろ鈑金修理,100,1
右テールランプブラケット製作取付加工,ランプ,製作,右,テールブラケット取付加工,100,1
ブッシュゴム切断取替,ゴム,取替,,ブッシュ切断,80,1
青塗装,,塗装,,青,40,1
アドブルーキャップ,,,,,0,1
燃料タンクキャップ2個シリンダー分解取替,タンク,取替,,燃料キャップ2個シリンダー分解,80,1
左サイドミラー型違い取替加工,ミラー,取替,左,サイド型違い加工,100,1
リヤナンバーブラケット脱着鈑金修理,ブラケット,脱着,,リヤナンバー鈑金修理,80,1
左右観音扉ウェザーストリップゴム取替加工,ゴム,取替,左,右観音扉ウェザーストリップ加工,100,1
燃料タンクキャップチェーン取付,タンク,取付,,燃料キャップチェーン,80,1
左右ステイ脱着修正,,脱着,左,右ステイ修正,60,1
左中柱ウィングキャッチ交換,キャッチ,交換,左,中柱ウィング,100,1
中央クロスメンバー4本左右亀裂溶接,メンバー,溶接,左,中央クロス4本右亀裂,100,1
カプラーワイヤー交換,,交換,,カプラーワイヤー,40,1
右後ろツイストロックブラケット切断製作鈑金,ブラケット,切断,右,後ろツイストロック製作鈑金,100,1
反射板脱着,反射板,脱着,,,80,1
ツイストロック取替,,取替,,ツイストロック,40,1
2軸,,,,,0,1
3軸左右バックプレート清掃,,,左,3軸右バックプレート清掃,20,1
燃料抜き替え作業,,,,,0,1
右後ろウィングシリンダー修正,ウィング,修正,右,後ろシリンダー,100,1
バックカメラブラケット折れ込みボルト修理,ブラケット,修理,,バックカメラ折れ込みボルト,80,1
右テールランプブラケット取替,ランプ,取替,右,テールブラケット,100,1
テールランプ取り付け,ランプ,取り付け,,テール,80,1
右前サイドバンパーステイ折損溶接補強取付,バンパー,溶接,右,前サイドステイ折損補強取付,100,1
ダンプ右破損部分修正,,修正,右,ダンプ破損部分,60,1
曲げ鋼材製作貼付溶接,,溶接,,曲げ鋼材製作貼付,40,1
右前スケット交換,,交換,右,前スケット,60,1
中柱キャッチ曲がり直し,キャッチ,直し,,中柱曲がり,80,1
カプラースイッチブラケット加工,ブラケット,加工,,カプラースイッチ,80,1
左ドア捻じれ修理,ドア,修理,左,捻じれ,100,1
スイッチ加工,,加工,,スイッチ,40,1
右ドア嚙み込み修理,ドア,修理,右,嚙み込み,100,1
幌骨脱着,,脱着,,幌骨,40,1
キャップ,,,,,0,1
中蓋付替え,,付替,,中蓋え,40,1
フラッシャー取替え,,取替,,フラッシャーえ,40,1
左サイドガード穴掘り切断ステン溶接取替加工,ガード,取替,左,サイド穴掘り切断ステン溶接加工,100,1
研磨,,研磨,,,40,1
横根太ステイ切断付替え加工,,切断,,横根太ステイ付替え加工,40,1
ウィング蝶番取替,ウィング,取替,,蝶番,80,1
補強板製作取付加工,,製作,,補強板取付加工,40,1
燃料タンク渡りホースコック,ホース,,,燃料タンク渡りコック,40,1
メクラプラグ交換,,交換,,メクラプラグ,40,1
踊り場脱着ボルト嚙み込み修理,,脱着,,踊り場ボルト嚙み込み修理,40,1
ニップル交換7個,,交換,,ニップル7個,40,1
可動部清掃,,,,,0,1
ウィング蝶番ピン取替加工,ウィング,取替,,蝶番ピン加工,80,1
右ミラー,ミラー,,右,,60,1
工具箱2個脱着,,脱着,,工具箱2個,40,1
下段塗料清掃,,,下,段塗料清掃,20,1
踊り場塗料清掃,,,,,0,1
右ウィングホース取替加工,ホース,取替,右,ウィング加工,100,1
泥除けプレート脱着,,脱着,,泥除けプレート,40,1
テールランプ配線引き換え,ランプ,,,テール配線引き換え,40,1
支柱清掃,,,,,0,1
大型反射板左右入替,反射板,,左,大型右入替,60,1
右前セイコーラック脱着分解曲がり直し,,脱着,右,前セイコーラック分解曲がり直し,60,1
スプリングボルト折損修理,,修理,,スプリングボルト折損,40,1
煽りキャッチ5本取替加工,キャッチ,取替,,煽り5本加工,80,1
煽りキャッチ受けボルト折損修理2本,キャッチ,修理,,煽り受けボルト折損2本,80,1
右後ろセイコーラック交換,,交換,右,後ろセイコーラック,60,1
右前スケット取り外し,,取り外し,右,前スケット,60,1
左後ろ脱着右前付替え,,脱着,左,後ろ右前付替え,60,1
モーター交換,,交換,,モーター,40,1
テールパイプバンド脱着,パイプ,脱着,,テールバンド,80,1
折損部分製作取付溶接,,溶接,,折損部分製作取付,40,1
リッドラッチ左右取替,,取替,左,リッドラッチ右,60,1
ドライバーシート点検,シート,,,ドライバー点検,40,1
リヤバンパー取付,バンパー,取付,,リヤ,80,1
左右ステイ脱着曲がり修正,,脱着,左,右ステイ曲がり修正,60,1
左セイコーラック２個取替,,取替,左,セイコーラック２個,60,1
敷ゴム2本製作貼替え,ゴム,製作,,敷2本貼替え,80,1
煽りキャッチハンドル曲がり修正,ハンドル,修正,,煽りキャッチ曲がり,80,1
アンダーミラー付替え,ミラー,付替,,アンダーえ,80,1
右中央煽りドアコーナーポスト脱着リベット打ち替え,ドア,脱着,右,中央煽りコーナーポストリベット打ち替え,100,1
キャッチ受け脱着下駄製作取付加工,キャッチ,脱着,下,受け駄製作取付加工,100,1
全面キャッチ受け増し締め点検,キャッチ,,,全面受け増し締め点検,40,1
左右煽りスケット点検調整,,調整,左,右煽りスケット点検,60,1
後ろ左右スケット分解ロッド位置替え調整,,調整,左,後ろ右スケット分解ロッド位置替え,60,1
左右煽り点検,,,左,右煽り点検,20,1
ナンバープレートブラケット曲がり修正,ブラケット,修正,,ナンバープレート曲がり,80,1
右作業灯ステイ製作取替加工,,取替,右,作業灯ステイ製作加工,60,1
サスペンションブラケット点検増し締め,ブラケット,,,サスペンション点検増し締め,40,1
右荷台収納キャッチ２個取替加工,キャッチ,取替,右,荷台収納２個加工,100,1
左右煽り点検スケット調整,,調整,左,右煽り点検スケット,60,1
wナット取付4ヶ所,,取付,,wナット4ヶ所,40,1
左後ろタイヤハウスカバー脱着リベット打ち替え加工,タイヤ,脱着,左,後ろハウスカバーリベット打ち替え加工,100,1
床枠応急下駄製作取付加工,,製作,下,床枠応急駄取付加工,60,1
ウィング蝶番ボルト折れ込み取替加工,ウィング,取替,,蝶番ボルト折れ込み加工,80,1
右前スケット取り換え加工,,加工,右,前スケット取り換え,60,1
左ステンレス,,,左,ステンレス,20,1
コの字曲げ保護プレート製作取替加工,,取替,,コの字曲げ保護プレート製作加工,40,1
ステンレスステイ製作取替加工,,取替,,ステンレスステイ製作加工,40,1
左ステンレスサイドガード脱着曲がり直し,ガード,脱着,左,ステンレスサイド曲がり直し,100,1
仕切り板脱着曲がり直し,,脱着,,仕切り板曲がり直し,40,1
タイヤ灯脱着,タイヤ,脱着,,灯,80,1
スペアタイヤ脱着,タイヤ,脱着,,スペア,80,1
左作業灯ステイ折損補強取付溶接,,溶接,左,作業灯ステイ折損補強取付,60,1
配線修理,,修理,,配線,40,1
ニップル脱着,,脱着,,ニップル,40,1
可動部清掃作業,,,,,0,1
右サイドガードステイ応急曲がり直し折損溶接,ガード,溶接,右,サイドステイ応急曲がり直し折損,100,1
フェンダー応急修理ステイ折損溶接,フェンダー,修理,,応急ステイ折損溶接,80,1
渡りコック2個取替,,取替,,渡りコック2個,40,1
パイプ1本点検,パイプ,,,1本点検,40,1
1本穴埋め溶接,,溶接,,1本穴埋め,40,1
左踊場脱着,,脱着,左,踊場,60,1
