work_item,target,action,position,other,confidence,frequency
左サイドガード後ろ腐食部分切断曲げ加工2ヶ所パイプ製作,パイプ,切断,左,サイドガード後ろ腐食部分曲げ加工2ヶ所製作,100,1
踊り場枠骨右ステー脱着折損溶接補強材取付溶接,ステー,脱着,右,踊り場枠骨折損溶接補強材取付溶接,100,1
左工具箱補強ステー取付溶接,ステー,溶接,左,工具箱補強取付,100,1
左リヤタイヤホイルカバーブラケット曲がり直し亀裂溶接,タイヤ,溶接,左,リヤホイルカバーブラケット曲がり直し亀裂,100,1
カバー取付修正,カバー,取付,,修正,80,1
左バックミラー取替,ミラー,取替,左,バック,100,1
ステー修正固定,ステー,修正,,固定,80,1
左ステン枠研磨仕上げ,,研磨,左,ステン枠仕上げ,60,1
テールパイプマフラー折損修正溶接,パイプ,溶接,,テールマフラー折損修正,80,1
右前ウィング補強板脱着リベット打ち替え,ウィング,脱着,右,前補強板リベット打ち替え,100,1
溶接蝶番2個取替加工,,取替,,溶接蝶番2個加工,40,1
幌骨パイプ入れリベット打ち替え,パイプ,,,幌骨入れリベット打ち替え,40,1
ツイストロックハンドルストッパー製作取付加工,ハンドル,製作,,ツイストロックストッパー取付加工,80,1
右ステンサイドガード3番ステー脱着,ステー,脱着,右,ステンサイドガード3番,100,1
ボルト折れ込み取替,,取替,,ボルト折れ込み,40,1
ステー折損カットステン溶接仕上,ステー,溶接,上,折損カットステン仕,100,1
左ウィング中央コールゲートパネル2枚取替加工,パネル,取替,左,ウィング中央コールゲート2枚加工,100,1
中柱曲がり直し鈑金,,直し,,中柱曲がり鈑金,40,1
リヤ反射板リベット打ち替え2本,反射板,,,リヤリベット打ち替え2本,40,1
左ウィング4番目コールゲートパネル取替加工,パネル,取替,左,ウィング4番目コールゲート加工,100,1
左踊場脱着異音点検枠骨ボルト取替加工,,脱着,左,踊場異音点検枠骨ボルト取替加工,60,1
フロントグリル化粧カバー脱着,カバー,脱着,フロント,グリル化粧,100,1
右ライトブラケット取替,ライト,取替,右,ブラケット,100,1
右ライトブラケットASSY取替,ライト,取替,右,ブラケットASSY,100,1
燃料タンクバンド2本切断取替,タンク,取替,,燃料バンド2本切断,80,1
右ウィング後ろ枠骨亀裂カット溶接３ヶ所,ウィング,溶接,右,後ろ枠骨亀裂カット３ヶ所,100,1
荷台床面亀裂4ヶ所溶接,,溶接,,荷台床面亀裂4ヶ所,40,1
アルミ板曲がり直し鈑金,,直し,,アルミ板曲がり鈑金,40,1
リヤゲート亀裂カットステン溶接,,溶接,,リヤゲート亀裂カットステン,40,1
右コーナーパネル組替取替,パネル,取替,右,コーナー組替,100,1
コーナーガード,ガード,,,コーナー,40,1
ステーASSY取替加工,ステー,取替,,ASSY加工,80,1
左3番サイドガードステー切り替え加工溶接,ステー,溶接,左,3番サイドガード切り替え加工,100,1
右サイドガードステー2番3番亀裂溶接,ステー,溶接,右,サイドガード2番3番亀裂,100,1
右煽りドア亀裂部修正補強材製作取付加工,ドア,製作,右,煽り亀裂部修正補強材取付加工,100,1
左リヤフェンダー脱着鈑金,フェンダー,脱着,左,リヤ鈑金,100,1
床破損部曲がり修正,,修正,,床破損部曲がり,40,1
右ヘッドライト脱着,ライト,脱着,右,ヘッド,100,1
フラッシャー取替取り付け部分修正,,取替,,フラッシャー取り付け部分修正,40,1
右サイドガード20Aパイプ切替加工溶接,パイプ,溶接,右,サイドガード20A切替加工,100,1
14ミリボルトASSY3セット,,,,,0,1
リベット部品課支給,,,,,0,1
アンダーミラー脱着,ミラー,脱着,,アンダー,80,1
カバー接着貼付,カバー,,,接着貼付,40,1
テープパイプ脱着,パイプ,脱着,,テープ,80,1
クランプ修正,ランプ,修正,,ク,80,1
吊り下げハンガー修正,,修正,下,吊りげハンガー,60,1
クッションケース脱着曲がり直し鈑金,,脱着,,クッションケース曲がり直し鈑金,40,1
サイドミラー調整,ミラー,調整,サイド,,100,1
アーム脱着応急修正,,脱着,,アーム応急修正,40,1
前左右車高灯取外し,,,左,前右車高灯取外し,20,1
ブラケット取付加工2個,ブラケット,加工,,取付2個,80,1
反射板2枚式穴掘り付替え加工,反射板,加工,,2枚式穴掘り付替え,80,1
ガゼットボルト切断取替,,取替,,ガゼットボルト切断,40,1
左右反射板2枚穴掘り取替加工,反射板,取替,左,右2枚穴掘り加工,100,1
右コーナーパネル脱着曲がり直し,パネル,脱着,右,コーナー曲がり直し,100,1
右ドア脱着ヒンジ取付部分鈑金,ドア,脱着,右,ヒンジ取付部分鈑金,100,1
ヒンジ取替,ヒンジ,取替,,,80,1
左右バックランプステー製作取付加工,ランプ,製作,左,右バックステー取付加工,100,1
補強板取付溶接,,溶接,,補強板取付,40,1
左サイドガード後ろステーパイプ腐食部分切断切替加工溶接,ステー,溶接,左,サイドガード後ろパイプ腐食部分切断切替加工,100,1
左後ろサイドガード1本取替加工,ガード,取替,左,後ろサイド1本加工,100,1
1本修正,,修正,,1本,40,1
ステー2本曲がり直し,ステー,直し,,2本曲がり,80,1
左サイドガードステー腐食部分切断切替パイプ溶接2カ所,ステー,溶接,左,サイドガード腐食部分切断切替パイプ2カ所,100,1
ウェザーストリップゴム2本取替,ゴム,取替,,ウェザーストリップ2本,80,1
両面テープ取外し仕上げ,,仕上げ,上,両面テープ取外し仕げ,60,1
コーキング1本,,,,,0,1
左サイドガード4番ステー腐食切断製作取替加工,ステー,取替,左,サイドガード4番腐食切断製作加工,100,1
左フェンダーカット,フェンダー,,左,カット,60,1
センタースロットルキャッチ取り外し,キャッチ,取り外し,外,センタースロットル取りし,100,1
後ろ燃料タンクバンド2本取替,タンク,取替,後,ろ燃料バンド2本,100,1
化粧板取付2枚,,取付,,化粧板2枚,40,1
ドア蝶番取替,ドア,取替,,蝶番,80,1
取り付け部分引出し鈑金,,取り付け,,部分引出し鈑金,40,1
左サイドガードステー腐食部分切断切替加工溶接,ステー,溶接,左,サイドガード腐食部分切断切替加工,100,1
ロングボルト2本取替,,取替,,ロングボルト2本,40,1
左右フォグランプ,ランプ,,左,右フォグ,60,1
ナンバープレート取替,,取替,,ナンバープレート,40,1
左右ドアメッキガーニッシュ取替,ドア,取替,左,右メッキガーニッシュ,100,1
馬蹄フック補強溶接15個,,溶接,,馬蹄フック補強15個,40,1
右ドアー曲がり直し修正,ドア,修正,右,ー曲がり直し,100,1
アルミ板脱着修正,,脱着,,アルミ板修正,40,1
右前Uボルト脱着折損溶接,,脱着,右,前Uボルト折損溶接,60,1
煽りチェーンカット取外し,,,外,煽りチェーンカット取し,20,1
左右ロックプレートボルト取替,,取替,左,右ロックプレートボルト,60,1
左右リフレクター4個取付,,取付,左,右リフレクター4個,60,1
左ステー1枚製作取付溶接,ステー,溶接,左,1枚製作取付,100,1
左右フロント煽りドアスケット取替,ドア,取替,左,右フロント煽りスケット,100,1
ウィング枠前後左右4ヶ所蝶番ブラケット取替加工中央蝶番破損部補強制作取付加工,ブラケット,取替,左,ウィング枠前後右4ヶ所蝶番加工中央蝶番破損部補強制作取付加工,100,1
前後左右ウィング蝶番ピン6本取替,ウィング,取替,左,前後右蝶番ピン6本,100,1
観音扉左右下側2カ所蝶番補強ボルト取付溶接,,溶接,左,観音扉右下側2カ所蝶番補強ボルト取付,60,1
左右観音扉ラッシングレール4枚取付加工,レール,加工,左,右観音扉ラッシング4枚取付,100,1
（6㎜リベット16本込み）,,,,,0,1
左右ウィング中柱鈑金,ウィング,鈑金,左,右中柱,100,1
リヤステップバンパー脱着曲がり直し,バンパー,脱着,,リヤステップ曲がり直し,80,1
アルミステップ脱着曲がり直し,ステップ,脱着,,アルミ曲がり直し,80,1
左右前スタンション切断加工,,切断,左,右前スタンション加工,60,1
スケット脱着アーム付替え加工,,脱着,,スケットアーム付替え加工,40,1
nan,,,,,0,1
アッパーフェンダースプラッシュゴム脱着貼り付け加工,フェンダー,脱着,アッパー,スプラッシュゴム貼り付け加工,100,1
サイドガード折損1本溶接,ガード,溶接,サイド,折損1本,100,1
左右ウィンググリスアップ点検,ウィング,,左,右グリスアップ点検,60,1
左フェンダー応急曲がり直し,フェンダー,直し,左,応急曲がり,100,1
突っ張りステー脱着応急鈑金,ステー,脱着,,突っ張り応急鈑金,80,1
左サイド床鉄板張替,,張替,左,サイド床鉄板,60,1
キャスターストッパー取替,,取替,,キャスターストッパー,40,1
左コボレーン前枠骨折損補強取り付けステン溶接,,溶接,左,コボレーン前枠骨折損補強取り付けステン,60,1
リヤナンバーブラケット曲がり直し修理,ブラケット,修理,,リヤナンバー曲がり直し,80,1
右リヤバンパーステー切断曲がり直し溶接,バンパー,溶接,右,リヤステー切断曲がり直し,100,1
右サイドバンパー折損部2カ所溶接,バンパー,溶接,右,サイド折損部2カ所,100,1
歯止め収納ケース突っ張りステー製作取り付け加工,ステー,製作,,歯止め収納ケース突っ張り取り付け加工,80,1
ステー取付部引出し,ステー,取付,,部引出し,80,1
左右テールランプブラケット曲がり直し,ランプ,直し,左,右テールブラケット曲がり,100,1
テールランプ交換,ランプ,交換,,テール,80,1
エア抜きホース取付,ホース,取付,,エア抜き,80,1
ブラケットブッシュゴム貼り付け加工,ブラケット,加工,,ブッシュゴム貼り付け,80,1
右ファーストステップブラケット脱着修正,ステップ,脱着,右,ファーストブラケット修正,100,1
左アンダーミラー取替,ミラー,取替,左,アンダー,100,1
左右ウィング中板後ろ抑えバー修正リベット打ち替え,ウィング,修正,左,右中板後ろ抑えバーリベット打ち替え,100,1
インナーバンパー左引出し修正,バンパー,修正,左,インナー引出し,100,1
左ステップステー脱着修正,ステップ,脱着,左,ステー修正,100,1
フォグステー鈑金,ステー,鈑金,,フォグ,80,1
右前ウィングコーナーブロック脱着,ウィング,脱着,右,前コーナーブロック,100,1
キャッチ受け脱着曲がり直し,キャッチ,脱着,,受け曲がり直し,80,1
左右サイドラバーブラケット脱着,ブラケット,脱着,左,右サイドラバー,100,1
コンデンサステー脱着,ステー,脱着,,コンデンサ,80,1
サイドラバー取替,,取替,サイド,ラバー,60,1
煽りドア蝶番ピン取付加工３ヶ所,ドア,加工,,煽り蝶番ピン取付３ヶ所,80,1
右後ろサイドガードコーナー製作取付加工,ガード,製作,右,後ろサイドコーナー取付加工,100,1
4個,,,,,0,1
左右ホームストッパー取付,,取付,左,右ホームストッパー,60,1
折れ込みボルト取り外しタップ加工,,加工,外,折れ込みボルト取りしタップ,60,1
左右煽りドアキャッチ２個取替,ドア,取替,左,右煽りキャッチ２個,100,1
左フラッシャーレンズ取替,,取替,左,フラッシャーレンズ,60,1
応急引出し,,引出し,,応急,40,1
折損部ボルト止め加工,,加工,,折損部ボルト止め,40,1
フレーム側ボルト折れ込み取外し加工,,加工,外,フレーム側ボルト折れ込み取し,60,1
配線ステー脱着,ステー,脱着,,配線,80,1
パイプクランプステー脱着,ランプ,脱着,,パイプクステー,80,1
折れ込みボルト修理,,修理,,折れ込みボルト,40,1
左テールランプ取り換え,ランプ,,左,テール取り換え,60,1
左ステップ,ステップ,,左,,60,1
メインステー修正,ステー,修正,,メイン,80,1
センタースロットル脱着修正,,脱着,センター,スロットル修正,60,1
左サイドガード折損修正取付溶接,ガード,溶接,左,サイド折損修正取付,100,1
右ピラーヒンジ取り付け部分修正亀裂溶接,ヒンジ,溶接,右,ピラー取り付け部分修正亀裂,100,1
面取り仕上,,,上,面取り仕,20,1
ステンマーカー2個製作,,製作,,ステンマーカー2個,40,1
材料UD支給,,,,,0,1
社外品タンクブラケット2本補強取付,ブラケット,取付,外,社品タンク2本補強,100,1
穴掘り加工,,加工,,穴掘り,40,1
燃料タンクバンド２本交換,タンク,交換,,燃料バンド２本,80,1
左前ステンサイドガード折損修正ステン溶接,ガード,溶接,左,前ステンサイド折損修正ステン,100,1
サイドブレーキハンドル折損切断曲げパイプ製作切替加工溶接,ハンドル,溶接,サイド,ブレーキ折損切断曲げパイプ製作切替加工,100,1
サイドガード左3番ステー折損溶接,ステー,溶接,左,サイドガード3番折損,100,1
右パイプ腐食切替加工溶接,パイプ,溶接,右,腐食切替加工,100,1
前衝立折損修正補強製作取付加工溶接,,溶接,前,衝立折損修正補強製作取付加工,60,1
テールランプ配線留め6個取付溶接,ランプ,溶接,,テール配線留め6個取付,80,1
リヤショックアブソーバー左右交換,,交換,左,リヤショックアブソーバー右,60,1
セイコーラックリベット打ち加工,,加工,,セイコーラックリベット打ち,40,1
左右リヤフェンダー脱着腐食部分修正補強取付修理,フェンダー,脱着,左,右リヤ腐食部分修正補強取付修理,100,1
乗降ハンドル取外し,ハンドル,,外,乗降取し,60,1
ステー脱着折損修正溶接2本,ステー,脱着,,折損修正溶接2本,80,1
突っ張りステー製作取付加工6本,ステー,製作,,突っ張り取付加工6本,80,1
右前スプリングニップル折損取り外し取替加工,,取替,右,前スプリングニップル折損取り外し加工,60,1
ドア,ドア,,,,40,1
ピラースポンジ両面テープ取り外し仕上げ,,取り外し,上,ピラースポンジ両面テープ仕げ,60,1
左サイドガード後コーナーパイプ2本製作切替加工溶接,パイプ,溶接,左,サイドガード後コーナー2本製作切替加工,100,1
亀裂３ヶ所溶接,,溶接,,亀裂３ヶ所,40,1
床面フックボックス錆落とし2個,,,,,0,1
左ストライカー交換,,交換,左,ストライカー,60,1
ドア内張脱着,ドア,脱着,内,張,100,1
サッシュ折損修正溶接,,溶接,,サッシュ折損修正,40,1
右ウィング中板脱着ガイドレール破損部分応急切断,レール,脱着,右,ウィング中板ガイド破損部分応急切断,100,1
左右サイドガード折損修正溶接5カ所,ガード,溶接,左,右サイド折損修正5カ所,100,1
紛失キャッチ受け取り付け加工,キャッチ,加工,,紛失受け取り付け,80,1
左右ケーブル脱着,,脱着,左,右ケーブル,60,1
左ウィングキャッチ1個交換,キャッチ,交換,左,ウィング1個,100,1
中央蝶番折損部修正補強取付加工,,加工,中央,蝶番折損部修正補強取付,60,1
左右煽りドア後ろキャッチ受け修正根角ボルト4本取付加工,ドア,加工,左,右煽り後ろキャッチ受け修正根角ボルト4本取付,100,1
ニップル調整点検,,調整,,ニップル点検,40,1
ダンプリヤゲートキャッチ分解修理,キャッチ,修理,,ダンプリヤゲート分解,80,1
