work_item,target,action,position,other,confidence,frequency
化粧板2枚脱着付替え加工,,脱着,,化粧板2枚付替え加工,40,1
ボデー内レールブラケットボルト取外し,ブラケット,,内,ボデーレールボルト取外し,60,1
右工具箱ステー腐食製作切断加工溶接,ステー,溶接,右,工具箱腐食製作切断加工,100,1
ナンバーブラケット修正,ブラケット,修正,,ナンバー,80,1
左サイドガードステー折損部修正取付溶接1本,ステー,溶接,左,サイドガード折損部修正取付1本,100,1
サイドガード亀裂溶接1ヶ所,ガード,溶接,サイド,亀裂1ヶ所,100,1
左右バックランプ脱着,ランプ,脱着,左,右バック,100,1
バックランプステー製作取替加工,ランプ,取替,,バックステー製作加工,80,1
反射板2枚取替6ミリリベット打ち替え加工,反射板,取替,,2枚6ミリリベット打ち替え加工,80,1
右ファーストステップカバーボルト２本取替,ステップ,取替,右,ファーストカバーボルト２本,100,1
ガタ止め加工,,加工,,ガタ止め,40,1
ウィング異音点検,ウィング,,,異音点検,40,1
右後ろシリンダー点検,,,右,後ろシリンダー点検,20,1
左後ろサイドガードステー折損部落下防止ステー製作応急取付加工,ステー,製作,左,後ろサイドガード折損部落下防止ステー応急取付加工,100,1
マフラー折損部取付加工溶接,,溶接,,マフラー折損部取付加工,40,1
10ミリボルト折れ込み取外し取替加工3本,,取替,外,10ミリボルト折れ込み取し加工3本,60,1
乗降グリップ脱着,,脱着,,乗降グリップ,40,1
ケーブルハンガーポール取替取付部分修正,,取替,,ケーブルハンガーポール取付部分修正,40,1
右後ろサイドガードステー折損部修正取付溶接,ステー,溶接,右,後ろサイドガード折損部修正取付,100,1
右ドアーストライカー取付ナット修理,ドア,修理,右,ーストライカー取付ナット,100,1
三角リフレクター左右取付加工,,加工,左,三角リフレクター右取付,60,1
左後ろウィングキャッチチェーンフック溶接,キャッチ,溶接,左,後ろウィングチェーンフック,100,1
右ウィングドアー中板１枚取替加工,ドア,取替,右,ウィングー中板１枚加工,100,1
DPFマフラーセンサーボルト折れ込み取外し加工,センサー,加工,外,DPFマフラーボルト折れ込み取し,100,1
折れ込みボルト応急製作溶接,,溶接,,折れ込みボルト応急製作,40,1
左フェンダーステー取付12ミリボルト2本ASSY取替,フェンダー,取替,左,ステー取付12ミリボルト2本ASSY,100,1
左右前後ウィングドアーストリップゴム接着材剝ぎ取り･ストリップゴム接着貼替,ドア,,左,右前後ウィングーストリップゴム接着材剝ぎ取り･ストリップゴム接着貼替,60,1
右後ろウィングキャッチ受けボルト切断取替加工,キャッチ,取替,右,後ろウィング受けボルト切断加工,100,1
フロントインナーバンパー取替一式,バンパー,取替,フロント,インナー一式,100,1
左フロント･リヤフェンダー脱着泥除けゴム取替2枚,フェンダー,脱着,左,フロント･リヤ泥除けゴム取替2枚,100,1
右メッキフィニッシャー取替･コーナーカバー取替,カバー,取替,右,メッキフィニッシャー･コーナー取替,100,1
左右アウトリガーASSY取替加工･パイプ取付ステー左右切断製作取替溶接,ステー,取替,左,右アウトリガーASSY加工･パイプ取付左右切断製作取替溶接,100,1
アウトリガーハンドルロック制作取付溶接,ハンドル,溶接,,アウトリガーロック制作取付,80,1
反射板脱着曲がり直しリベット打ち替え･ステップバンパー曲がり直し鈑金,バンパー,脱着,,反射板曲がり直しリベット打ち替え･ステップ曲がり直し鈑金,80,1
左サイドガード脱着折損部リブ入れ溶接,ガード,脱着,左,サイド折損部リブ入れ溶接,100,1
フェンダーステー脱着折損部リブ入れ溶接,フェンダー,脱着,,ステー折損部リブ入れ溶接,80,1
左煽りドアスケット脱着,ドア,脱着,左,煽りスケット,100,1
サイドガードステー固定リブ制作取付加工,ステー,加工,サイド,ガード固定リブ制作取付,100,1
高圧洗浄ガン脱着,,脱着,,高圧洗浄ガン,40,1
折れ込みノズル取外し加工,,加工,外,折れ込みノズル取し,60,1
左サイドガード折損部修正補強プレート取付溶接,ガード,溶接,左,サイド折損部修正補強プレート取付,100,1
バス型サイドガードボルト取付,ガード,取付,サイド,バス型ボルト,100,1
リヤゲート表裏亀裂カット溶接21カ所,,溶接,,リヤゲート表裏亀裂カット21カ所,40,1
サブタンク燃料移し替え,タンク,,,サブ燃料移し替え,40,1
ウィング幌シート雨漏れ点検6カ所補修テープ貼付,シート,補修,,ウィング幌雨漏れ点検6カ所テープ貼付,80,1
観音扉枠ゴム修正,ゴム,修正,,観音扉枠,80,1
左右ウィングドアー前後中板脱着,ドア,脱着,左,右ウィングー前後中板,100,1
蝶番ブラケット取替加工4本,ブラケット,取替,,蝶番加工4本,80,1
蝶番取替,,取替,,蝶番,40,1
左右サイドガード折損部修正溶接9カ所,ガード,溶接,左,右サイド折損部修正9カ所,100,1
左前煽りドアキャッチ取替,ドア,取替,左,前煽りキャッチ,100,1
縞鋼板脱着鈑金,鋼板,脱着,,縞鈑金,80,1
左フレーム取付部分曲がり直し,,取付,左,フレーム部分曲がり直し,60,1
マフラー遮熱版脱着,,脱着,,マフラー遮熱版,40,1
ブラケット脱着亀裂溶接,ブラケット,脱着,,亀裂溶接,80,1
サイドブレーキギヤハンドル取替,ハンドル,取替,サイド,ブレーキギヤ,100,1
スケット点検調整4ヶ所,,調整,,スケット点検4ヶ所,40,1
左右リヤナンバー灯取替,,取替,左,右リヤナンバー灯,60,1
ガード脱着曲がり直し2枚,ガード,脱着,,曲がり直し2枚,80,1
バンパーグリル脱着,バンパー,脱着,,グリル,80,1
メッキセンターバンパー鈑金,バンパー,鈑金,センター,メッキ,100,1
左右観音扉取替,,取替,左,右観音扉,60,1
子部品脱着付替え加工,,脱着,,子部品付替え加工,40,1
ステンフックカット付け替え溶接,,溶接,,ステンフックカット付け替え,40,1
左右リヤ泥除けゴム付替え加工,ゴム,加工,左,右リヤ泥除け付替え,100,1
化粧板鈑金付替え加工,,加工,,化粧板鈑金付替え,40,1
右後ろ煽りドア破損部分修正補強材製作取付加工,ドア,製作,右,後ろ煽り破損部分修正補強材取付加工,100,1
バックランプステーブラケット製作,ランプ,製作,,バックステーブラケット,80,1
右ウィングドアー蝶番３ヶ所ボルト取替加工,ドア,取替,右,ウィングー蝶番３ヶ所ボルト加工,100,1
シーム板脱着鈑金,,脱着,,シーム板鈑金,40,1
左後ろ煽りスケット取替根太穴掘り加工,,取替,左,後ろ煽りスケット根太穴掘り加工,60,1
三角反射板取替2枚ボルト折れ込み取外し加工4本,反射板,取替,外,三角2枚ボルト折れ込み取し加工4本,100,1
躍場アルミ縞鋼板8面脱着研磨仕上げ,鋼板,脱着,上,躍場アルミ縞8面研磨仕げ,100,1
クリヤー塗装,,塗装,,クリヤー,40,1
アクセルペダル取替ボルト折れ込み取外し加工,,取替,外,アクセルペダルボルト折れ込み取し加工,60,1
右ステンフェンダー脱着鈑金,フェンダー,脱着,右,ステン鈑金,100,1
右ファーストステップカバー折損応急接着貼付,ステップ,,右,ファーストカバー折損応急接着貼付,60,1
左バックミラーステー脱着応急修正,ミラー,脱着,左,バックステー応急修正,100,1
左ツイストロックスプリングステー肉盛り溶接,ステー,溶接,左,ツイストロックスプリング肉盛り,100,1
スプリング取付,,取付,,スプリング,40,1
左後ろサイドガードステー折損部修正取付リブ入れ溶接,ステー,溶接,左,後ろサイドガード折損部修正取付リブ入れ,100,1
躍場左前脱着曲がり直し,,脱着,左,躍場前曲がり直し,60,1
フロントエアダムバンパー組み上げ取替,バンパー,取替,上,フロントエアダム組みげ,100,1
左部品取替,,取替,左,部品,60,1
フォグランプ修正付替え,ランプ,修正,,フォグ付替え,80,1
ドライバーシート肘掛け取替,シート,取替,,ドライバー肘掛け,80,1
座席清掃,,,,,0,1
左煽りドア前スケット嚙み込み取外し取替加工,ドア,取替,左,煽り前スケット嚙み込み取外し加工,100,1
補強ステー脱着修正,ステー,脱着,,補強修正,80,1
鳥居前左右6カ所ロープフック取付溶接,,溶接,左,鳥居前右6カ所ロープフック取付,60,1
左サイドガード折損部切断修正取付溶接,ガード,溶接,左,サイド折損部切断修正取付,100,1
リヤバンパー取替嚙み込みボルト切断取替加工5本,バンパー,取替,,リヤ嚙み込みボルト切断取替加工5本,80,1
右エンジンカバー,カバー,,右,エンジン,60,1
マフラーパイプカバー脱着,カバー,脱着,,マフラーパイプ,80,1
サイドブレーキassy分解組み上げ取替,,取替,上,サイドブレーキassy分解組みげ,60,1
サイドブレーキASSY分解組み上げ取替,,取替,上,サイドブレーキASSY分解組みげ,60,1
ウィング前側左右2カ所蝶番ブラケット破損部修正取付加工溶接,ブラケット,溶接,左,ウィング前側右2カ所蝶番破損部修正取付加工,100,1
タイヤ灯ステンステー折損部補強取付ステン溶接,タイヤ,溶接,,灯ステンステー折損部補強取付ステン,80,1
左サイドガード切断曲がり直し,ガード,切断,左,サイド曲がり直し,100,1
パイプ3本切替溶接,パイプ,溶接,,3本切替,80,1
黒塗装,,塗装,,黒,40,1
燃料タンク脱着位置替え修正,タンク,脱着,,燃料位置替え修正,80,1
テールパイプ脱着折損部溶接,パイプ,脱着,,テール折損部溶接,80,1
クランプ脱着折損部溶接,ランプ,脱着,,ク折損部溶接,80,1
DPFマフラー遮熱ステー折損部修正取付溶接,ステー,溶接,,DPFマフラー遮熱折損部修正取付,80,1
耐熱塗装,,塗装,,耐熱,40,1
右前後スケット２個取替,,取替,右,前後スケット２個,60,1
左ドア内張り脱着,ドア,脱着,左,内張り,100,1
ストライカー取替ドア建付け調整,ドア,取替,,ストライカー建付け調整,80,1
燃料タンク位置替え修正,タンク,修正,,燃料位置替え,80,1
バンド1本製作取替,,取替,,バンド1本製作,40,1
ボルト取付（ボルト7セット込み）,,取付,,ボルト（ボルト7セット込み）,40,1
アームプレート取付穴掘りリベット止め加工（10ミリボルト3セット,,加工,,アームプレート取付穴掘りリベット止め（10ミリボルト3セット,40,1
6ミリリベット2本,,,,,0,1
カーゴナット4本込み）,,,,,0,1
ポール亀裂溶接,,溶接,,ポール亀裂,40,1
左スライドドアー上側ガイドステー脱着取付,ドア,脱着,左,スライドー上側ガイドステー取付,100,1
下側ガイドステー脱着,ステー,脱着,下,側ガイド,100,1
ストライカー脱着,,脱着,,ストライカー,40,1
ドアー折損部修正補強板製作取付加工,ドア,製作,,ー折損部修正補強板取付加工,80,1
左前フェンダー分解応急曲がり直し取付（8㎜ステンボルト4セット込み）,フェンダー,取付,左,前分解応急曲がり直し（8㎜ステンボルト4セット込み）,100,1
右前フェンダー分解応急曲がり直し取付（8㎜ステンボルト4セット込み）,フェンダー,取付,右,前分解応急曲がり直し（8㎜ステンボルト4セット込み）,100,1
NOXセンサー取り付け部ネジ山修正,センサー,取り付け,,NOX部ネジ山修正,80,1
左サイドガード折損部補強取付溶接,ガード,溶接,左,サイド折損部補強取付,100,1
タンクブラケットクッションゴム貼替接着,ブラケット,,,タンククッションゴム貼替接着,40,1
右サイドガード1番ステー折損溶接。塗装,ステー,溶接,右,サイドガード1番折損。塗装,100,1
左右フロントキャブサスベローズ2個取替,,取替,左,右フロントキャブサスベローズ2個,60,1
左バンパーフィニッシャー取替,バンパー,取替,左,フィニッシャー,100,1
ステップステー脱着修正,ステップ,脱着,,ステー修正,80,1
ポンプユニット,,,,,0,1
ボルト焼き付き,,,,,0,1
プラットホーム縞板全面取り外し,,取り外し,外,プラットホーム縞板全面取りし,60,1
焼き付きボルト取り外し,,取り外し,外,焼き付きボルト取りし,60,1
全面ネジ山修正,,修正,,全面ネジ山,40,1
ターボチャージャースタッドボルト折れ込み取外しネジ山修正,,修正,外,ターボチャージャースタッドボルト折れ込み取しネジ山,60,1
リヤエアタンクブラケット左右脱着亀裂溶接,ブラケット,脱着,左,リヤエアタンク右亀裂溶接,100,1
右ブラケット補強材製作取付溶接,ブラケット,溶接,右,補強材製作取付,100,1
センサーボルト折れ込み取外し,センサー,,外,ボルト折れ込み取し,60,1
インターロックスイッチステー脱着,ステー,脱着,,インターロックスイッチ,80,1
下駄製作穴掘り取付加工,,製作,下,駄穴掘り取付加工,60,1
荷台内架台修正ボルト止め,,修正,内,荷台架台ボルト止め,60,1
右三角リフレクターステー製作切替溶接,ステー,溶接,右,三角リフレクター製作切替,100,1
リフレクターブラケット,ブラケット,,,リフレクター,40,1
三角リフレクター取付,,取付,,三角リフレクター,40,1
丸形リフレクター貼付,,,,,0,1
溶接部切断付け替え溶接6ミリリベット2本穴掘り追加加工,,溶接,,部切断付け替え溶接6ミリリベット2本穴掘り追加加工,40,1
右ウィングロックプレート取替,ウィング,取替,右,ロックプレート,100,1
ボデー左右前ロープフック2個曲げ加工,,加工,左,ボデー右前ロープフック2個曲げ,60,1
ボデー滑車ブラケット左側上下2ヵ所コーナーカット仕上げ,ブラケット,仕上げ,左,ボデー滑車側上下2ヵ所コーナーカット,100,1
耐熱ガード切断脱着ステン溶接,ガード,脱着,,耐熱切断ステン溶接,80,1
パイプ折損部修正ステン溶接,パイプ,溶接,,折損部修正ステン,80,1
右サイドバンパー折損部修正補強材取付溶接,バンパー,溶接,右,サイド折損部修正補強材取付,100,1
右前ウィングキャッチ切断位置替え修正溶接,キャッチ,溶接,右,前ウィング切断位置替え修正,100,1
エキブレパイプ脱着腐食ボルト切断取替,パイプ,脱着,,エキブレ腐食ボルト切断取替,80,1
タイコマフラー前側折損部製作切替溶接,,溶接,前,タイコマフラー側折損部製作切替,60,1
ミラーアーム脱着,ミラー,脱着,,アーム,80,1
左工具箱脱着,,脱着,左,工具箱,60,1
腐食ボルト切断取替10本,,取替,,腐食ボルト切断10本,40,1
工具箱ステー左右切替加工溶接2本,ステー,溶接,左,工具箱右切替加工2本,100,1
左右反射板取替穴掘り6ミリリベット止め加工8本,反射板,取替,左,右穴掘り6ミリリベット止め加工8本,100,1
右コントロールロッド取替,,取替,右,コントロールロッド,60,1
跳ね上げゲート脱着,,脱着,上,跳ねげゲート,60,1
ポリオールヒンジ取替加工,ヒンジ,取替,,ポリオール加工,80,1
フロントバンパー左右ブレ止めステー2本製作取付加工,バンパー,製作,左,フロント右ブレ止めステー2本取付加工,100,1
10㎜ボルト取替2本,,取替,,10㎜ボルト2本,40,1
錆止め黒塗装,,塗装,,錆止め黒,40,1
左ミラーアーム脱着,ミラー,脱着,左,アーム,100,1
他ミラー付替え,ミラー,付替,,他え,80,1
燃料タンク中間ホース脱着,ホース,脱着,,燃料タンク中間,80,1
コック2個取替,,取替,,コック2個,40,1
左ミラーアーム応急曲がり直し,ミラー,直し,左,アーム応急曲がり,100,1
アンダーステー脱着,ステー,脱着,,アンダー,80,1
応急製作取付,,製作,,応急取付,40,1
燃料タンクバンド1本切断加工,タンク,切断,,燃料バンド1本加工,80,1
左ミラーアーム応急処置加工,ミラー,加工,左,アーム応急処置,100,1
フロントバンパーグリル応急取外し,バンパー,,外,フロントグリル応急取し,60,1
左右ドアー建付け調整,ドア,調整,左,右ー建付け,100,1
右コーナーパネル脱着調整,パネル,脱着,右,コーナー調整,100,1
フロントリッドグリル取替,グリル,取替,フロント,リッド,100,1
コネクター取り付け部分修理,,修理,,コネクター取り付け部分,40,1
左サイドガードASSY脱着ボルト切断取替,ガード,脱着,左,サイドASSYボルト切断取替,100,1
リヤ反射板位置替え取替加工,反射板,取替,,リヤ位置替え加工,80,1
反射板ブラケット脱着鈑金塗装,ブラケット,脱着,,反射板鈑金塗装,80,1
左工具箱,,,左,工具箱,20,1
ブラケット取外し,ブラケット,,外,取し,60,1
右キャブサスベローズ取替,,取替,右,キャブサスベローズ,60,1
左サイドガード脱着曲がり直し鈑金,ガード,脱着,左,サイド曲がり直し鈑金,100,1
左サイドガード前側折損部分修正パイプ切替溶接,パイプ,溶接,左,サイドガード前側折損部分修正切替,100,1
右サイドガード前ステー脱着折損溶接補強材制作取付溶接,ステー,脱着,右,サイドガード前折損溶接補強材制作取付溶接,100,1
左サイドガード前後ステーパイプ2本腐食部分切断切替溶接,ステー,溶接,左,サイドガード前後パイプ2本腐食部分切断切替,100,1
アウトリガーハンドル脱着,ハンドル,脱着,,アウトリガー,80,1
固定板切断取替溶接,,取替,,固定板切断溶接,40,1
ボルト取替調整,,取替,,ボルト調整,40,1
アクスルボルトスタッド取替,,取替,,アクスルボルトスタッド,40,1
ドライバードアー内張り脱着修正,ドア,脱着,内,ドライバーー張り修正,100,1
右スカッフプレート脱着ウェザーストリップ修正,,脱着,右,スカッフプレートウェザーストリップ修正,60,1
燃料サブタンク取外し,タンク,,外,燃料サブ取し,60,1
キャブ右エアサス取替,,取替,右,キャブエアサス,60,1
サスペンション点検,,,,,0,1
グリスUP,,,,,0,1
リヤゲートキャッチ左右脱着点検,キャッチ,脱着,左,リヤゲート右点検,100,1
りん木入れ亀裂カット溶接塗装2ヵ所,,溶接,,りん木入れ亀裂カット塗装2ヵ所,40,1
ボデー左右排水口鉄格子切断取外し,,切断,左,ボデー右排水口鉄格子取外し,60,1
左右シャックルブラケット亀裂カット溶接2ヵ所,ブラケット,溶接,左,右シャックル亀裂カット2ヵ所,100,1
右サイドガードステー脱着折損修正補強材取付溶接,ステー,脱着,右,サイドガード折損修正補強材取付溶接,100,1
右サイドガードステー3本曲がり直しサイドガード1本切替加工溶接,ステー,溶接,右,サイドガード3本曲がり直しサイドガード1本切替加工,100,1
サイドガード折損取付溶接,ガード,溶接,サイド,折損取付,100,1
左サイドガード亀裂修正溶接,ガード,溶接,左,サイド亀裂修正,100,1
燃料タンク渡りホース取替バンド2個取替,ホース,取替,,燃料タンク渡りバンド2個取替,80,1
左観音扉ASSY取替,,取替,左,観音扉ASSY,60,1
ベニヤ板入れ脱着付替え加工,,脱着,,ベニヤ板入れ付替え加工,40,1
フェリーフック4個取付加工,,加工,,フェリーフック4個取付,40,1
左右観音扉ストッパー2個リベット止め加工,,加工,左,右観音扉ストッパー2個リベット止め,60,1
リヤバンパー加工取替,バンパー,取替,,リヤ加工,80,1
踊場バッテリー上蓋ストッパー取付加工,,加工,上,踊場バッテリー蓋ストッパー取付,60,1
リヤバンパー折損修正補強材製作取付加工,バンパー,製作,,リヤ折損修正補強材取付加工,80,1
左右パイプサイドガード6本製作取付加工,パイプ,製作,左,右サイドガード6本取付加工,100,1
左右サイドガードステー6本曲がり直し鈑金,ステー,直し,左,右サイドガード6本曲がり鈑金,100,1
折損ステー取付溶接,ステー,溶接,,折損取付,80,1
突っ張り棒脱着曲がり直し鈑金,,脱着,,突っ張り棒曲がり直し鈑金,40,1
右ウィング後ろウェザーストリップゴム清掃貼替加工,ゴム,加工,右,ウィング後ろウェザーストリップ清掃貼替,100,1
ウィング右中板２枚脱着,ウィング,脱着,右,中板２枚,100,1
ルームランプ脱着,ランプ,脱着,,ルーム,80,1
アルミレール脱着リベット打ち替え,レール,脱着,,アルミリベット打ち替え,80,1
サイドバンパー溶接,バンパー,溶接,サイド,,100,1
サイドミラー脱着付替え,ミラー,脱着,サイド,付替え,100,1
ミラーステー取替,ミラー,取替,,ステー,80,1
幌骨パイプ入れ折損パイプ取外し加工,パイプ,加工,外,幌骨入れ折損パイプ取し,100,1
右前ウィング防風ボード6ミリ穴掘りリベット打ち替え加工7本,ウィング,加工,右,前防風ボード6ミリ穴掘りリベット打ち替え7本,100,1
燃料抜き出し,,,,,0,1
ドアバイザー,ドア,,,バイザー,40,1
他部品組替一式,,組替,,他部品一式,40,1
アンダーミラー脱着付替え,ミラー,脱着,,アンダー付替え,80,1
ウィングセンタービーム穴掘り加工26カ所,ウィング,加工,センター,ビーム穴掘り26カ所,100,1
右サイドガード固定溶接塗装1ヶ所,ガード,溶接,右,サイド固定塗装1ヶ所,100,1
前左右反射板ステー曲がり直し,ステー,直し,左,前右反射板曲がり,100,1
白色反射板貼付,反射板,,,白色貼付,40,1
右サイドガード前３ヶ所亀裂溶接,ガード,溶接,右,サイド前３ヶ所亀裂,100,1
フォグランプカバー付替え,ランプ,付替,,フォグカバーえ,80,1
左前フェンダー脱着,フェンダー,脱着,左,前,100,1
スーパースケット脱着,,脱着,,スーパースケット,40,1
配線組替,,組替,,配線,40,1
煽りドアASSY取替,ドア,取替,,煽りASSY,80,1
ウォーターパイプ溶接,パイプ,溶接,,ウォーター,80,1
踊場右縞鋼板脱着曲がり直し,鋼板,脱着,右,踊場縞曲がり直し,100,1
左右サイドガードステー折損修正溶接2ヵ所,ステー,溶接,左,右サイドガード折損修正2ヵ所,100,1
リベット打ち替え8本（リベット込み）,,,,,0,1
ダンプ自重計取替,,取替,,ダンプ自重計,40,1
ラテラルロッド取替,,取替,,ラテラルロッド,40,1
右前スケットスプリング取付,,取付,右,前スケットスプリング,60,1
フロントグリルメッキカバー貼付,カバー,,フロント,グリルメッキ貼付,60,1
フロントバンパー全面持込取替,バンパー,取替,フロント,全面持込,100,1
フォグランプ取替,ランプ,取替,,フォグ,80,1
フロントバンパーASSY取替,バンパー,取替,フロント,ASSY,100,1
ウィングキャッチ3ケ取替,キャッチ,取替,,ウィング3ケ,80,1
左右踊場脱着,,脱着,左,右踊場,60,1
脱着式補強リブ制作取付2ヵ所,,脱着,,式補強リブ制作取付2ヵ所,40,1
左ウィングキャッチ1ケ,キャッチ,,左,ウィング1ケ,60,1
左煽りキャッチ1ケ取替,キャッチ,取替,左,煽り1ケ,100,1
パイプ折損部修正溶接,パイプ,溶接,,折損部修正,80,1
断熱カバー切断脱着溶接,カバー,脱着,,断熱切断溶接,80,1
リベット打ち替え（リベット込み）,,,,,0,1
右ウィング後油圧シリンダー脱着,ウィング,脱着,右,後油圧シリンダー,100,1
