work_item,target,action,position,other,confidence,frequency
架台ジョルダーホイストステイ折損修正応急取り付け溶接,,溶接,,架台ジョルダーホイストステイ折損修正応急取り付け,40,2
鳥居錆落とし応急塗装,,塗装,,鳥居錆落とし応急,40,2
カプラースイッチ加工,,加工,,カプラースイッチ,40,2
アーチゴム取替加工,ゴム,取替,,アーチ加工,80,2
エンジンカバー,カバー,,,エンジン,40,2
エアタンク交換,タンク,交換,,エア,80,2
反射板取替コーキング処理,反射板,取替,,コーキング処理,80,2
サーモバルブ取付ボルト折れ込み修理,,修理,,サーモバルブ取付ボルト折れ込み,40,2
ボデー床面滑り止め貼り付け,,,,,0,2
右フェンダー亀裂溶接,フェンダー,溶接,右,亀裂,100,2
マーカーランプ,ランプ,,,マーカー,40,2
テールランプ,ランプ,,,テール,40,2
ユニット,,,,,0,2
カバー交換,カバー,交換,,,80,2
左前コーナーキャスティング取替加工,,取替,左,前コーナーキャスティング加工,60,2
フロントリッド脱着,,脱着,フロント,リッド,60,2
リヤナンバーボルト折れ込み修理,,修理,,リヤナンバーボルト折れ込み,40,2
左バックミラー,ミラー,,左,バック,60,2
左テールランプ交換,ランプ,交換,左,テール,100,2
コーナーパネル脱着,パネル,脱着,,コーナー,80,2
ブッシュ切断交換,,交換,,ブッシュ切断,40,2
ステイ取替,,取替,,ステイ,40,2
ハーネス交換,,交換,,ハーネス,40,2
キャブサスレベリングバルブ交換,,交換,,キャブサスレベリングバルブ,40,2
コーナーランプ,ランプ,,,コーナー,40,2
バンパーフラッシャー交換,バンパー,交換,,フラッシャー,80,2
取り付け部引出し鈑金,,取り付け,,部引出し鈑金,40,2
コーナーパネル脱着曲がり直し,パネル,脱着,,コーナー曲がり直し,80,2
バンパー応急引出し,バンパー,引出し,,応急,80,2
ブラケット鈑金修理,ブラケット,修理,,鈑金,80,2
DPFマフラーセンサーボルト折れ込み修理,センサー,修理,,DPFマフラーボルト折れ込み,80,2
キャブマウントリンク脱着,,脱着,,キャブマウントリンク,40,2
ホイール塗装4本,ホイール,塗装,,4本,80,2
右ストッパー交換,,交換,右,ストッパー,60,2
レギュレター,,,,,0,2
補修塗装,,塗装,,補修,40,2
バンド２本,,,,,0,2
DPFマフラーカバーボルト折れ込み取外し加工2本,カバー,加工,外,DPFマフラーボルト折れ込み取し2本,100,2
左ウェザーストリップゴム取替,ゴム,取替,左,ウェザーストリップ,100,2
左アッパーフェンダー取替,フェンダー,取替,左,アッパー,100,2
左右バックランプ付替え,ランプ,付替,左,右バックえ,100,2
左ステー制作取付,ステー,取付,左,制作,100,2
右ステー穴掘り加工,ステー,加工,右,穴掘り,100,2
右ドアーパネル,ドア,,右,ーパネル,60,2
破損部分切断鈑金溶接,,溶接,,破損部分切断鈑金,40,2
10ミリボルトASSY,,,,,0,2
ケーブル脱着,,脱着,,ケーブル,40,2
右フレーム曲がり直しカプラーステー鈑金,ステー,直し,右,フレーム曲がりカプラー鈑金,100,2
12ミリボルト切断取替,,取替,,12ミリボルト切断,40,2
アングル穴開けテーパー加工,,加工,,アングル穴開けテーパー,40,2
左右後ろ煽りドアスケット取替２個,ドア,取替,左,右後ろ煽りスケット２個,100,2
バックガード脱着2枚,ガード,脱着,,バック2枚,80,2
左テールランプブッシュボルト２個切断取替,ランプ,取替,左,テールブッシュボルト２個切断,100,2
フォグランプ脱着,ランプ,脱着,,フォグ,80,2
ステー鈑金,ステー,鈑金,,,80,2
支柱折損部補強制作取付溶接,,溶接,,支柱折損部補強制作取付,40,2
ボデー右排水口鉄格子切断取外し,,切断,右,ボデー排水口鉄格子取外し,60,2
スプラッシュシールゴム取替,ゴム,取替,,スプラッシュシール,80,2
メッキ貼付,,,,,0,2
右サイドガードステー修正取付溶接,ステー,溶接,右,サイドガード修正取付,100,2
左右後ろスケット2個取替,,取替,左,右後ろスケット2個,60,2
6ミリボルトASSY8セット,,,,,0,2
ウィングシート破損部ぺタックス貼付16カ所,シート,,,ウィング破損部ぺタックス貼付16カ所,40,2
アピトン材8枚,,,,,0,2
インナーバンパー脱着修正,バンパー,脱着,インナー,修正,100,2
右サイドガード折損部修正補強入れ溶接（材料別）,ガード,溶接,右,サイド折損部修正補強入れ（材料別）,100,2
ウィンドシールドロアパネル応急引出し鈑金,パネル,引出し,ロア,ウィンドシールド応急鈑金,100,2
反射板リベット打ち替え,反射板,,,リベット打ち替え,40,2
左コーナーパネルカバー取付,パネル,取付,左,コーナーカバー,100,2
サイドガード折損部修正溶接2カ所,ガード,溶接,サイド,折損部修正2カ所,100,2
左幌骨パイプ腐食部分切断切替加工溶接,パイプ,溶接,左,幌骨腐食部分切断切替加工,100,2
クッションボード脱着応急付替え修理,,脱着,,クッションボード応急付替え修理,40,2
フロントリッド嚙み込み取外し,,,外,フロントリッド嚙み込み取し,20,2
ライニング6枚張り替え,,,,,0,2
右ウィング枠骨破損部分修正溶接,ウィング,溶接,右,枠骨破損部分修正,100,2
アウターハンドル,ハンドル,,アウター,,60,2
左テールランプブラケット曲がり直し,ランプ,直し,左,テールブラケット曲がり,100,2
ショートパーツ（ボルト,,,,,0,2
カラー,,,,,0,2
ブッシュゴム）,ゴム,,,ブッシュ）,40,2
20Aパイプ（UD支給品1本）,パイプ,,,20A（UD支給品1本）,40,2
クロスメンバー取付ボルト4本切断取替加工,メンバー,取替,,クロス取付ボルト4本切断加工,80,2
左ドアパネルASSY,ドア,,左,パネルASSY,60,2
補強材取付加工溶接,,溶接,,補強材取付加工,40,2
ピラー引出し修正,,修正,,ピラー引出し,40,2
メッキガーニッシュ張り,ガーニッシュ,,,メッキ張り,40,2
バイザー貼付,,,,,0,2
スプラッシュゴム取替,ゴム,取替,,スプラッシュ,80,2
サイドセンサーカバー取替,カバー,取替,サイド,センサー,100,2
キャブチルドシリンダーオイルホース２本取替,ホース,取替,,キャブチルドシリンダーオイル２本,80,2
左テールランプレンズ交換,ランプ,交換,左,テールレンズ,100,2
ホイールカバー全輪脱着,ホイール,脱着,,カバー全輪,80,2
フロントナンバー枠取り外し,,取り外し,外,フロントナンバー枠取りし,60,2
三角リフレクター2枚取替,,取替,,三角リフレクター2枚,40,2
左アッパーフェンダー,フェンダー,,左,アッパー,60,2
左サイドガード切替加工,ガード,加工,左,サイド切替,100,2
左右泥除けゴム交換,ゴム,交換,左,右泥除け,100,2
アルミ押さえステイ製作取付2枚,,製作,,アルミ押さえステイ取付2枚,40,2
オイルミストセパレーター交換,,交換,,オイルミストセパレーター,40,2
リフレクター,,,,,0,2
バックカメラステイ製作取付加工,,製作,,バックカメラステイ取付加工,40,2
左右フェンダー補強ステイ4本取付加工,フェンダー,加工,左,右補強ステイ4本取付,100,2
左スカッフプレート脱着,,脱着,左,スカッフプレート,60,2
クロスメンバー腐食鋼板貼付溶接修理,メンバー,修理,,クロス腐食鋼板貼付溶接,80,2
ウィングホイストオイルブラケット脱着,ブラケット,脱着,,ウィングホイストオイル,80,2
ステイ脱着亀裂補強取り付け溶接,,脱着,,ステイ亀裂補強取り付け溶接,40,2
左右アーチゴム取替,ゴム,取替,左,右アーチ,100,2
マーク交換,,交換,,マーク,40,2
ラッチ取替,,取替,,ラッチ,40,2
バンパーステイ取替,バンパー,取替,,ステイ,80,2
突っ張りステー脱着鈑金,ステー,脱着,,突っ張り鈑金,80,2
取り付け修正,,取り付け,,修正,40,2
踊場右枠骨ボルト折れ込み取外し取替加工,,取替,右,踊場枠骨ボルト折れ込み取外し加工,60,2
左クウォーターガラス,ガラス,,左,クウォーター,60,2
ペンチレーター付替え,,付替,,ペンチレーターえ,40,2
右リヤフェンダーブラケット,フェンダー,,右,リヤブラケット,60,2
アーチゴム取替,ゴム,取替,,アーチ,80,2
泥除けゴム付替え,ゴム,付替,,泥除けえ,80,2
右サイドガード泥除けボード亀裂カットステン溶接,ガード,溶接,右,サイド泥除けボード亀裂カットステン,100,2
5㎜ドリル,,,,,0,2
トルクスビット,,,,,0,2
丸ノコ,,,,,0,2
UD在庫品,,,,,0,2
グリルステー曲がり直し鈑金,ステー,直し,,グリル曲がり鈑金,80,2
ルーフ腐食部分切断補強取付加工,,切断,,ルーフ腐食部分補強取付加工,40,2
水抜き穴製作,,製作,,水抜き穴,40,2
メッキカバー取替,カバー,取替,,メッキ,80,2
左右反射板取替穴掘り加工,反射板,取替,左,右穴掘り加工,100,2
キャッチ曲がり直し,キャッチ,直し,,曲がり,80,2
ブラケット脱着修正,ブラケット,脱着,,修正,80,2
左リヤフェンダーブラケット脱着折損修正溶接,フェンダー,脱着,左,リヤブラケット折損修正溶接,100,2
ドアー研磨仕上げ,ドア,研磨,上,ー仕げ,100,2
ボデー右後ろ支柱塗装,,塗装,右,ボデー後ろ支柱,60,2
リフレクター交換,,交換,,リフレクター,40,2
左バンパーステー脱着曲がり直し,バンパー,脱着,左,ステー曲がり直し,100,2
20Aパイプ1本（UD在庫品）,パイプ,,,20A1本（UD在庫品）,40,2
エアタンクステイ腐食補強取り付け溶接鈑金修理,タンク,修理,,エアステイ腐食補強取り付け溶接鈑金,80,2
ミラーアーム交換,ミラー,交換,,アーム,80,2
キャブキャッチレバーブラケット脱着,ブラケット,脱着,,キャブキャッチレバー,80,2
パネル引出し鈑金,パネル,引出し,,鈑金,80,2
作業部黒塗装,,塗装,,作業部黒,40,2
ガーニッシュ,ガーニッシュ,,,,40,2
レンズ取替,,取替,,レンズ,40,2
左バンパーフィニッシャー,バンパー,,左,フィニッシャー,60,2
ステー曲がり直し鈑金,ステー,直し,,曲がり鈑金,80,2
左インシール応急引出し修正,,修正,左,インシール応急引出し,60,2
ステー修正取り付け溶接,ステー,溶接,,修正取り付け,80,2
取り付け部分応急引出し鈑金,,取り付け,,部分応急引出し鈑金,40,2
エアータンク,タンク,,,エアー,40,2
ホース左右脱着,ホース,脱着,左,右,100,2
ボルト切断取替加工４本,,取替,,ボルト切断加工４本,40,2
フロントグリル交換,グリル,交換,フロント,,100,2
コーナーパネルステー曲がり直し鈑金,パネル,直し,,コーナーステー曲がり鈑金,80,2
3.2㎜コの字曲げ鋼材14本,,,,,0,2
左ドアパネルASSY交換,ドア,交換,左,パネルASSY,100,2
左フレーム腐食鋼板貼付溶接鈑金修理,鋼板,修理,左,フレーム腐食貼付溶接鈑金,100,2
ロアフェンダー,フェンダー,,ロア,,60,2
ブラケット,ブラケット,,,,40,2
ガード,ガード,,,,40,2
左右コーナーパネル取替,パネル,取替,左,右コーナー,100,2
エアコンコンデンサ脱着,,脱着,,エアコンコンデンサ,40,2
キーシリンダー付替え,,付替,,キーシリンダーえ,40,2
15Aパイプ,パイプ,,,15A,40,2
3×40アングル　（UD在庫）,,,,,0,2
バンパーステー,バンパー,,,ステー,40,2
コーナーパネル,パネル,,,コーナー,40,2
フロントグリル交換一式,グリル,交換,フロント,一式,100,2
2.3㎜鋼材切り板,,,,,0,2
ドライバーシート,シート,,,ドライバー,40,2
左ファーストステップロアカバー取替,ステップ,取替,左,ファーストロアカバー,100,2
左アッパーフェンダー脱着,フェンダー,脱着,左,アッパー,100,2
ドアスイッチ,ドア,,,スイッチ,40,2
インナーバンパー鈑金,バンパー,鈑金,インナー,,100,2
アクセルペダル,,,,,0,2
左クウォーターパネル取替加工,パネル,取替,左,クウォーター加工,100,2
右サイド硝子取替,,取替,右,サイド硝子,60,2
硝子清掃,,,,,0,2
インナーパネル引出し鈑金,パネル,引出し,インナー,鈑金,100,2
キャップ取替,,取替,,キャップ,40,2
左ハンドルグリップ取替溶接ナット取替加工,ハンドル,取替,左,グリップ溶接ナット取替加工,100,2
左ステップ脱着修正,ステップ,脱着,左,修正,100,2
バッテリー上側踊場縞鋼板脱着曲がり直し,鋼板,脱着,上,バッテリー側踊場縞曲がり直し,100,1
蝶番脱着調整,,脱着,,蝶番調整,40,1
ストライカー曲がり調整異音止め加工,,調整,,ストライカー曲がり異音止め加工,40,1
右ドアー研磨仕上げ,ドア,研磨,右,ー仕上げ,100,1
左観音扉蝶番脱着調整,,脱着,左,観音扉蝶番調整,60,1
右サニーホース取り外し,ホース,取り外し,右,サニー,100,1
押えボルト折れ込み取替加工２本,,取替,,押えボルト折れ込み加工２本,40,1
右ウイングシート下側脱着張替,シート,脱着,右,ウイング下側張替,100,1
反射板ステー曲がり直し,ステー,直し,,反射板曲がり,80,1
マフラーカバー取付,カバー,取付,,マフラー,80,1
左右サイドガード亀裂溶接4ヶ所,ガード,溶接,左,右サイド亀裂4ヶ所,100,1
パイプ応急穴埋め溶接,パイプ,溶接,,応急穴埋め,80,1
左前ウィングキャッチ取替,キャッチ,取替,左,前ウィング,100,1
左右サイドガードステー3本腐食折損部補強リブ取付加工溶接,ステー,溶接,左,右サイドガード3本腐食折損部補強リブ取付加工,100,1
右後ろサイドガード溶接,ガード,溶接,右,後ろサイド,100,1
左右3ヶ所イコライザーロックピン修正ロック切断固定溶接,,溶接,左,右3ヶ所イコライザーロックピン修正ロック切断固定,60,1
ロック下駄取付加工溶接,,溶接,下,ロック駄取付加工,60,1
フロントバンパー右異音点検,バンパー,,右,フロント異音点検,60,1
ブレ止めステー製作取替加工,ステー,取替,,ブレ止め製作加工,80,1
右後ろセイコーラックアーム応急曲がり直し,,直し,右,後ろセイコーラックアーム応急曲がり,60,1
ピン取付,,取付,,ピン,40,1
煽り蝶番ピン取付穴掘り加工３本,,加工,,煽り蝶番ピン取付穴掘り３本,40,1
後ろ横根太折損部修正,,修正,後,ろ横根太折損部,60,1
補強リブ制作取付加工溶接,,溶接,,補強リブ制作取付加工,40,1
リヤゲート戸当たりゴム取付,ゴム,取付,,リヤゲート戸当たり,80,1
ワッシャー追加取付,,取付,,ワッシャー追加,40,1
リヤナンバーボルト折れ込み取外し取替,,取替,外,リヤナンバーボルト折れ込み取し,60,1
フロントリッドグリル脱着グロメット取替貼付,グリル,脱着,フロント,リッドグロメット取替貼付,100,1
UDPCマフラー取外し,,,外,UDPCマフラー取し,20,1
腐食ボルト折れ込み取外し加工,,加工,外,腐食ボルト折れ込み取し,60,1
左右キャスターストッパー溶接部分切断取外し仕上げ,,溶接,左,右キャスターストッパー部分切断取外し仕上げ,60,1
フラットバー切断廃棄,,切断,,フラットバー廃棄,40,1
押えアングル止め加工,,加工,,押えアングル止め,40,1
左観音扉下側中板一部分切替加工,,加工,左,観音扉下側中板一部分切替,60,1
開き止め付替え加工,,加工,,開き止め付替え,40,1
左煽りドアー蝶番ボルト３本取付,ドア,取付,左,煽りー蝶番ボルト３本,100,1
左ウイング後ろウイングキャッチブラケット折損部補強リブ取付加工,ブラケット,加工,左,ウイング後ろウイングキャッチ折損部補強リブ取付,100,1
シートカバー修正取付加工,カバー,加工,,シート修正取付,80,1
ボデー床板破損部分３ヶ所張替加工,,加工,,ボデー床板破損部分３ヶ所張替,40,1
ウィングシート破れ部分補修シート貼付コーキング止め6か所,シート,補修,,ウィング破れ部分シート貼付コーキング止め6か所,80,1
エアタンクドレインコック取替,タンク,取替,,エアドレインコック,80,1
エアーホース取り外し,ホース,取り外し,外,エアー取りし,100,1
左アウトリガー脱着付替え,,脱着,左,アウトリガー付替え,60,1
左サイドガード２本,ガード,,左,サイド２本,60,1
ステー一式取替,ステー,取替,,一式,80,1
マーカーランプステー切断鈑金取替加工溶接,ランプ,取替,,マーカーステー切断鈑金加工溶接,80,1
マフラーカバー脱着,カバー,脱着,,マフラー,80,1
フレキシブルパイプ取替,パイプ,取替,,フレキシブル,80,1
右テールランプカバー取付,ランプ,取付,右,テールカバー,100,1
右セイコーラック取替,,取替,右,セイコーラック,60,1
右サイドガードマフラーパイプガード枠鈑金,パイプ,鈑金,右,サイドガードマフラーガード枠,100,1
左右後ろウイングキャッチ取替,キャッチ,取替,左,右後ろウイング,100,1
スカート,,,,,0,1
左バンパー,バンパー,,左,,60,1
左コーナーカバー取替,カバー,取替,左,コーナー,100,1
ハウジング取り付けボルト折れ込み取外し加工,,加工,外,ハウジング取り付けボルト折れ込み取し,60,1
腐食スタッドボルト取外し加工,,加工,外,腐食スタッドボルト取し,60,1
右ドライブシャフト脱着,,脱着,右,ドライブシャフト,60,1
ドライバーシートassy脱着,シート,脱着,,ドライバーassy,80,1
リクライニングシート分解破損部鈑金溶接,シート,溶接,,リクライニング分解破損部鈑金,80,1
シートブラケット増し締め点検,ブラケット,,,シート増し締め点検,40,1
幌骨差込口脱着６ミリリベット打替え,,脱着,,幌骨差込口６ミリリベット打替え,40,1
タイコマフラーバンド脱着折損部取付溶接10ミリボルト2本切断取替,,脱着,,タイコマフラーバンド折損部取付溶接10ミリボルト2本切断取替,40,1
右前ウイングシート幌骨パイプ切替溶接,シート,溶接,右,前ウイング幌骨パイプ切替,100,1
腐食切断,,切断,,腐食,40,1
左右煽りドアスケット点検,ドア,,左,右煽りスケット点検,60,1
左スケット2ヶ調整,,調整,左,スケット2ヶ,60,1
リヤバンパー修正鈑金加工,バンパー,加工,,リヤ修正鈑金,80,1
左右泥除け後ろ煽りドアスケット取替,ドア,取替,左,右泥除け後ろ煽りスケット,100,1
補強プレート穴掘り加工取替,,取替,,補強プレート穴掘り加工,40,1
右ドアー蝶番調整,ドア,調整,右,ー蝶番,100,1
ドアパネル捻じれ直し,ドア,直し,,パネル捻じれ,80,1
右煽りドアスケット取替,ドア,取替,右,煽りスケット,100,1
左右観音扉ハンドルシャフト4本固着錆落とし,ハンドル,,左,右観音扉シャフト4本固着錆落とし,60,1
可動修正,,修正,,可動,40,1
フロントリッド嚙み込み取外しワイヤー取付,,取付,外,フロントリッド嚙み込み取しワイヤー,60,1
リヤ鋼板ステンレス化粧板全面亀裂カットオールステン溶接,鋼板,溶接,,リヤステンレス化粧板全面亀裂カットオールステン,80,1
右前フェンダー泥除けゴム取替加工,フェンダー,取替,右,前泥除けゴム加工,100,1
嚙み込み10ミリボルト取替加工１本,,取替,,嚙み込み10ミリボルト加工１本,40,1
コンテナロックレバー折損部切断曲がり直し溶接,,溶接,,コンテナロックレバー折損部切断曲がり直し,40,1
フロントグリル付替え,グリル,付替,フロント,え,100,1
ボデー左右キャスターストッパー延長加工製作,,製作,左,ボデー右キャスターストッパー延長加工,60,1
リヤバンパーカバー取付,バンパー,取付,,リヤカバー,80,1
フロントリッドグリル脱着クリップ取替,グリル,脱着,フロント,リッドクリップ取替,100,1
左右戸当たりゴム取付加工,ゴム,加工,左,右戸当たり取付,100,1
ウイングスイッチ脱着,,脱着,,ウイングスイッチ,40,1
燃料タンク脱着バンド取替,タンク,脱着,,燃料バンド取替,80,1
部品込み,,,,,0,1
右側破損部応急修正,,修正,右,側破損部応急,60,1
折れ込みボルト取外し取替加工,,取替,外,折れ込みボルト取し加工,60,1
右ウイング前枠骨切断脱着鈑金,,脱着,右,ウイング前枠骨切断鈑金,60,1
ブラケット製作切替溶接,ブラケット,溶接,,製作切替,80,1
幌右上雨漏れ応急補修テープ貼コーキング留め,,補修,右,幌上雨漏れ応急テープ貼コーキング留め,60,1
タイヤ灯ステー製作塗装取付溶接,タイヤ,溶接,,灯ステー製作塗装取付,80,1
右リア泥除けゴム脱着,ゴム,脱着,右,リア泥除け,100,1
押さえ製作取付,,製作,,押さえ取付,40,1
フロントバンパーグリル脱着,バンパー,脱着,フロント,グリル,100,1
バンパースポイラー脱着,バンパー,脱着,,スポイラー,80,1
センターフィニッシャー取替,フィニッシャー,取替,センター,,100,1
左フェンダーブラケット折損部取付加工溶接,フェンダー,溶接,左,ブラケット折損部取付加工,100,1
リヤゲート左右ヒンジ修正,ヒンジ,修正,左,リヤゲート右,100,1
ウイングシートあまもれ点検,シート,,,ウイングあまもれ点検,40,1
シート袋水抜き,シート,,,袋水抜き,40,1
内装応急補修テープ貼付,,補修,内,装応急テープ貼付,60,1
天井破れ部分テープ貼付コーキング補修,,補修,,天井破れ部分テープ貼付コーキング,40,1
泥除けボルト止め式アングル製作取付加工,,製作,,泥除けボルト止め式アングル取付加工,40,1
左右リヤバンパーステーカバー制作取付溶接,バンパー,溶接,左,右リヤステーカバー制作取付,100,1
マニュホルド折れ込みスタッドボルト２本取外し加工,,加工,外,マニュホルド折れ込みスタッドボルト２本取し,60,1
UDマーク取替,,取替,,UDマーク,40,1
右キャッチ脱着引出し修正,キャッチ,脱着,右,引出し修正,100,1
左右フロントスプリングバンドカット修正溶接,,溶接,左,右フロントスプリングバンドカット修正,60,1
