name,name_norm,is_active,count,example
ベルト,ベルト,false,4,シートベルト脱着
ポール,ポール,false,4,ケーブルハンガーポール取替取付部分修正
ガスケット,ガスケット,false,3,ガスケット取替
クリップ,クリップ,false,3,フロントリッドグリル脱着クリップ取替
ジョイント,ジョイント,false,3,ジョイントパイプ腐食切断取替加工2個
クーラー,クーラー,false,2,インタークーラーパイプ亀裂溶接
ダクト,ダクト,false,2,エアーダクト脱着
パッキン,パッキン,false,2,燃料タンクキャップパッキン取替2枚
ビス,ビス,false,2,左右床板枠修正ビス止め加工
ベアリング,ベアリング,false,2,アウトリガーベアリング取替加工
配管,配管,false,2,散水車フロントバンパー前側配管取付加工（部品持ち込み）
サイレンサー,サイレンサー,false,1,サイレンサー2枚
サポート,サポート,false,1,メンバーサポート鈑金亀裂溶接
ソケット,ソケット,false,1,ジャンパーソケットコネクター嚙み込み脱着2本取替
ダンパー,ダンパー,false,1,ダンパー交換
フィルター,フィルター,false,1,エアーフィルターステー取替
プーリー,プーリー,false,1,コボレーンモータープーリー切断取替溶接
