id,invoice_id,line_no,sub_no,raw_label_part,action,target,position,raw_label,unit_price,quantity,amount,other,set_name,is_cancelled,confidence_score,extraction_method,notes,created_at,updated_at
11,21111295-1,2,4,左サッシュ脱着加工,脱着・加工,サッシュ,左,左ドアー内張り、レギュレター、ラッチ、サッシュ、アウターハンドル脱着、安全ガラスアウターカバー脱着異音防止加工,0,1,0,,ドア修理一式,false,0.95,manual_csv_import,set: ドア修理一式,2025-09-16T20:22:06.969Z,
12,21111295-1,2,5,左アウターハンドル脱着加工,脱着・加工,アウターハンドル,左,左ドアー内張り、レギュレター、ラッチ、サッシュ、アウターハンドル脱着、安全ガラスアウターカバー脱着異音防止加工,0,1,0,,ドア修理一式,false,0.95,manual_csv_import,set: ドア修理一式,2025-09-16T20:22:06.969Z,
13,21111295-1,2,6,左安全ガラスアウターカバー脱着 異音防止加工,脱着・加工,安全ガラスアウターカバー,左,左ドアー内張り、レギュレター、ラッチ、サッシュ、アウターハンドル脱着、安全ガラスアウターカバー脱着異音防止加工,0,1,0,異音防止加工,ドア修理一式,false,0.95,manual_csv_import,other: 異音防止加工 | set: ドア修理一式,2025-09-16T20:22:06.969Z,
14,21111296-1,1,1,右サニーホース加工取替 取り外し,加工・取替,サニーホース,右,右サニーホース取り外し、押えボルト折れ込み取替加工２本,0,1,0,取り外し,,false,0.95,manual_csv_import,other: 取り外し,2025-09-16T20:22:06.969Z,
15,21111296-1,1,2,右ボルト折れ込み加工 押え取替２本,加工・取替,ボルト折れ込み,右,右サニーホース取り外し、押えボルト折れ込み取替加工２本,0,1,0,押え取替２本,,false,0.95,manual_csv_import,other: 押え取替２本,2025-09-16T20:22:06.969Z,
16,21111296-1,2,1,右コボレーンシャフト曲がり直し補修塗装 塗装,曲がり直し・補修・塗装,コボレーンシャフト,右,右コボレーンシャフト曲がり直し、補修塗装,0,1,0,塗装,修理一式,false,0.95,manual_csv_import,other: 塗装 | set: 修理一式,2025-09-16T20:22:06.969Z,
17,21111296-1,2,2,右塗装補修曲がり直し 補修,塗装・補修・曲がり直し,,右,右コボレーンシャフト曲がり直し、補修塗装,0,1,0,補修,修理一式,false,0.95,manual_csv_import,other: 補修 | set: 修理一式,2025-09-16T20:22:06.969Z,
18,21111297-1,1,1,右シート脱着 右ウイング下張替,脱着・張替,シート,右,右ウイングシート下側脱着張替,12000,1,12000,右ウイング下張替,,false,0.95,manual_csv_import,other: 右ウイング下張替,2025-09-16T20:22:06.969Z,
19,21111297-1,2,1,右ステー切断補強曲がり直し ウイング枠骨腐食部分付け替え溶接,切断・補強・曲がり直し,ステー,右,右ウイング枠骨ステー腐食部分切断付け替え溶接、補強リブ制作取付、枠曲がり直し、枠腐食部分切断フラットバー切替溶接,0,1,0,ウイング枠骨腐食部分付け替え溶接,ウイング修理一式,false,0.95,manual_csv_import,other: ウイング枠骨腐食部分付け替え溶接 | set: ウイング修理一式,2025-09-16T20:22:06.969Z,
20,21111297-1,2,2,右リブ切断補強曲がり直し 補強制作取付,切断・補強・曲がり直し,リブ,右,右ウイング枠骨ステー腐食部分切断付け替え溶接、補強リブ制作取付、枠曲がり直し、枠腐食部分切断フラットバー切替溶接,0,1,0,補強制作取付,ウイング修理一式,false,0.95,manual_csv_import,other: 補強制作取付 | set: ウイング修理一式,2025-09-16T20:22:06.969Z,
21,21111297-1,2,3,右ウイング枠骨ステー腐食部分切断付け替え溶接曲がり直し補強取付 枠切断,曲がり直し・補強・取付,ウイング枠骨ステー腐食部分切断付け替え溶接,右,右ウイング枠骨ステー腐食部分切断付け替え溶接、補強リブ制作取付、枠曲がり直し、枠腐食部分切断フラットバー切替溶接,0,1,0,枠切断,ウイング修理一式,false,0.95,manual_csv_import,other: 枠切断 | set: ウイング修理一式,2025-09-16T20:22:06.969Z,
22,21111297-1,2,4,右フラットバー切断補強曲がり直し 枠腐食分切替溶接,切断・補強・曲がり直し,フラットバー,右,右ウイング枠骨ステー腐食部分切断付け替え溶接、補強リブ制作取付、枠曲がり直し、枠腐食部分切断フラットバー切替溶接,0,1,0,枠腐食分切替溶接,ウイング修理一式,false,0.95,manual_csv_import,other: 枠腐食分切替溶接 | set: ウイング修理一式,2025-09-16T20:22:06.969Z,
23,21111298-1,1,1,反射板ステー曲がり直し,曲がり直し,反射板ステー,,反射板ステー曲がり直し,4000,1,4000,,,false,0.95,manual_csv_import,,2025-09-16T20:22:06.969Z,
24,21111298-1,2,1,右反射板取替打ち換え,取替・打ち換え,反射板,右,左右反射板取替、リベット打ち換え,0,1,0,,反射板修理一式,false,0.95,manual_csv_import,set: 反射板修理一式,2025-09-16T20:22:06.969Z,
25,21111298-1,2,2,左右リベット取替 打ち換え,取替・打ち換え,リベット,左右,左右反射板取替、リベット打ち換え,0,1,0,打ち換え,反射板修理一式,false,0.95,manual_csv_import,other: 打ち換え | set: 反射板修理一式,2025-09-16T20:22:06.969Z,
26,21111299-1,1,1,マフラーカバー取付,取付,マフラーカバー,,マフラーカバー取付,1000,1,1000,,,false,0.95,manual_csv_import,,2025-09-16T20:22:06.969Z,
27,21111300-1,1,1,左右サイドガード溶接 左右亀裂4ヶ所,溶接,サイドガード,左右,左右サイドガード亀裂溶接4ヶ所,8000,1,8000,左右亀裂4ヶ所,,false,0.95,manual_csv_import,other: 左右亀裂4ヶ所,2025-09-16T20:22:06.969Z,
28,21111301-1,1,1,パイプ穴埋め 応急溶接,穴埋め・溶接,パイプ,,パイプ応急穴埋め溶接,4000,1,4000,応急溶接,,false,0.95,manual_csv_import,other: 応急溶接,2025-09-16T20:22:06.969Z,
29,21111302-1,1,1,左ウィングキャッチ取替 前,取替,ウィングキャッチ,左,左前ウィングキャッチ取替,1000,1,1000,前,,false,0.95,manual_csv_import,other: 前,2025-09-16T20:22:06.969Z,
30,21111302-1,1,1,アンダーミラー点検 応急貼付,点検・貼付,アンダーミラー,,アンダーミラー点検応急貼付,1000,1,1000,応急貼付,,false,0.95,manual_csv_import,other: 応急貼付,2025-09-16T20:22:06.969Z,
31,21111303-1,1,1,左右サイドガードステー補強 左右3本腐食折損部リブ取付加工溶接,補強・取付・加工,サイドガードステー,左右,左右サイドガードステー3本腐食折損部補強リブ取付加工溶接,6000,3,18000,左右3本腐食折損部リブ取付加工溶接,,false,0.95,manual_csv_import,other: 左右3本腐食折損部リブ取付加工溶接,2025-09-16T20:22:06.969Z,
32,21111304-1,1,1,右サイドガード溶接 右後ろ,溶接,サイドガード,右,右後ろサイドガード溶接,3000,1,3000,右後ろ,,false,0.95,manual_csv_import,other: 右後ろ,2025-09-16T20:22:06.969Z,
33,21111305-1,1,1,右サイドガード修正 右折損部取付溶接,修正・取付・溶接,サイドガード,右,右サイドガード折損部修正取付溶接,3000,1,3000,右折損部取付溶接,,false,0.95,manual_csv_import,other: 右折損部取付溶接,2025-09-16T20:22:06.969Z,
34,21111305-1,2,1,後タイコマフラー穴埋め鈑金溶接 後ろ差し込み口鈑金,穴埋め・鈑金・溶接,タイコマフラー,後,タイコマフラー後ろ差し込み口鈑金、腐食3ヶ所穴埋め溶接,0,1,0,後ろ差し込み口鈑金,マフラー修理一式,false,0.95,manual_csv_import,other: 後ろ差し込み口鈑金 | set: マフラー修理一式,2025-09-16T20:22:06.969Z,
35,21111305-1,2,2,後穴埋め鈑金溶接 腐食3ヶ所溶接,穴埋め・鈑金・溶接,,後,タイコマフラー後ろ差し込み口鈑金、腐食3ヶ所穴埋め溶接,0,1,0,腐食3ヶ所溶接,マフラー修理一式,false,0.95,manual_csv_import,other: 腐食3ヶ所溶接 | set: マフラー修理一式,2025-09-16T20:22:06.969Z,
36,21111305-1,3,1,テールパイプ切断 取替,切断・取替,テールパイプ,,テールパイプ取替、ボルト切断取替,0,1,0,取替,,false,0.95,manual_csv_import,other: 取替,2025-09-16T20:22:06.969Z,
37,21111305-1,3,2,ボルト切断 取替,切断・取替,ボルト,,テールパイプ取替、ボルト切断取替,0,1,0,取替,,false,0.95,manual_csv_import,other: 取替,2025-09-16T20:22:06.969Z,
38,21111306-1,1,1,左右イコライザーロックピン切断修正取付 右3ヶ所修正ロック固定溶接加工,切断・修正・取付,イコライザーロックピン,左右,左右3ヶ所イコライザーロックピン修正ロック切断固定溶接、ロック下駄取付加工溶接,0,1,0,右3ヶ所修正ロック固定溶接加工,,false,0.95,manual_csv_import,other: 右3ヶ所修正ロック固定溶接加工,2025-09-16T20:22:06.969Z,
39,21111306-1,1,2,左右加工修正取付 ロック駄取付溶接,加工・修正・取付,,左右,左右3ヶ所イコライザーロックピン修正ロック切断固定溶接、ロック下駄取付加工溶接,0,1,0,ロック駄取付溶接,,false,0.95,manual_csv_import,other: ロック駄取付溶接,2025-09-16T20:22:06.969Z,
40,21111307-1,1,1,右ミラーアーム修正取替脱着 脱着,修正・取替・脱着,ミラーアーム,右,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,0,1,0,脱着,,false,0.95,manual_csv_import,other: 脱着,2025-09-16T20:22:06.969Z,
41,21111307-1,1,2,右ドア修正取替脱着 捻じれ直し,修正・取替・脱着,ドア,右,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,0,1,0,捻じれ直し,,false,0.95,manual_csv_import,other: 捻じれ直し,2025-09-16T20:22:06.969Z,
42,21111307-1,1,3,右スカッフプレート修正取替脱着 脱着,修正・取替・脱着,スカッフプレート,右,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,0,1,0,脱着,,false,0.95,manual_csv_import,other: 脱着,2025-09-16T20:22:06.969Z,
43,21111307-1,1,4,右ウェザーストリップゴム取替修正脱着 修正,取替・修正・脱着,ウェザーストリップゴム,右,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,0,1,0,修正,,false,0.95,manual_csv_import,other: 修正,2025-09-16T20:22:06.969Z,
44,21111307-1,1,5,右ストライカー取替修正脱着 修正,取替・修正・脱着,ストライカー,右,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,0,1,0,修正,,false,0.95,manual_csv_import,other: 修正,2025-09-16T20:22:06.969Z,
45,21111307-1,1,6,右コーキング入替修正取替脱着 ドアー蝶番脱着,修正・取替・脱着,コーキング入替,右,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,0,1,0,ドアー蝶番脱着,,false,0.95,manual_csv_import,other: ドアー蝶番脱着,2025-09-16T20:22:06.969Z,
46,21111307-2,1,1,右ミラーアーム修正取替脱着 脱着,修正・取替・脱着,ミラーアーム,右,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,0,1,0,脱着,,false,0.95,manual_csv_import,other: 脱着,2025-09-16T20:22:06.969Z,
47,21111307-2,1,2,右ドア修正取替脱着 捻じれ直し,修正・取替・脱着,ドア,右,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,0,1,0,捻じれ直し,,false,0.95,manual_csv_import,other: 捻じれ直し,2025-09-16T20:22:06.969Z,
48,21111307-2,1,3,右スカッフプレート修正取替脱着 脱着,修正・取替・脱着,スカッフプレート,右,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,0,1,0,脱着,,false,0.95,manual_csv_import,other: 脱着,2025-09-16T20:22:06.969Z,
49,21111307-2,1,4,右ウェザーストリップゴム取替修正脱着 修正,取替・修正・脱着,ウェザーストリップゴム,右,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,0,1,0,修正,,false,0.95,manual_csv_import,other: 修正,2025-09-16T20:22:06.969Z,
50,21111307-2,1,5,右ストライカー取替修正脱着 修正,取替・修正・脱着,ストライカー,右,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,0,1,0,修正,,false,0.95,manual_csv_import,other: 修正,2025-09-16T20:22:06.969Z,
51,21111307-2,1,6,右コーキング入替修正取替脱着 ドアー蝶番脱着,修正・取替・脱着,コーキング入替,右,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,0,1,0,ドアー蝶番脱着,,false,0.95,manual_csv_import,other: ドアー蝶番脱着,2025-09-16T20:22:06.969Z,
52,21111308-1,1,1,右フロントバンパー製作点検取替 右異音点検,製作・点検・取替,フロントバンパー,右,フロントバンパー右異音点検、ブレ止めステー製作取替加工,0,1,0,右異音点検,,false,0.95,manual_csv_import,other: 右異音点検,2025-09-16T20:22:06.969Z,
53,21111308-1,1,2,右ステー製作点検取替 ブレ止め取替加工,製作・点検・取替,ステー,右,フロントバンパー右異音点検、ブレ止めステー製作取替加工,0,1,0,ブレ止め取替加工,,false,0.95,manual_csv_import,other: ブレ止め取替加工,2025-09-16T20:22:06.969Z,
54,21111309-1,1,1,右セイコーラックアーム曲がり直し 後ろ応急取付,曲がり直し・取付,セイコーラックアーム,右,右後ろセイコーラックアーム応急曲がり直し、ピン取付,0,1,0,後ろ応急取付,,false,0.95,manual_csv_import,other: 後ろ応急取付,2025-09-16T20:22:06.969Z,
55,21111309-1,1,2,右取付曲がり直し ピン,取付・曲がり直し,,右,右後ろセイコーラックアーム応急曲がり直し、ピン取付,0,1,0,ピン,,false,0.95,manual_csv_import,other: ピン,2025-09-16T20:22:06.969Z,
56,21111310-1,1,1,蝶番ピン加工 煽り取付掘り３本,加工・取付,蝶番ピン,,煽り蝶番ピン取付穴掘り加工３本,3000,3,9000,煽り取付掘り３本,,false,0.95,manual_csv_import,other: 煽り取付掘り３本,2025-09-16T20:22:06.969Z,
57,21111310-1,1,1,右キャッチ加工 前煽り脱着フック制作取付溶接,加工・取付・脱着,キャッチ,右,右前煽りキャッチ脱着フック制作取付加工溶接,8000,1,8000,前煽り脱着フック制作取付溶接,,false,0.95,manual_csv_import,other: 前煽り脱着フック制作取付溶接,2025-09-16T20:22:06.969Z,
58,21111311-1,1,1,後横根太補強修正取付 後ろ折損修正,補強・修正・取付,横根太,後,後ろ横根太折損部修正、補強リブ制作取付加工溶接,0,1,0,後ろ折損修正,,false,0.95,manual_csv_import,other: 後ろ折損修正,2025-09-16T20:22:06.969Z,
59,21111311-1,1,2,後リブ補強修正取付 制作取付加工溶接,補強・修正・取付,リブ,後,後ろ横根太折損部修正、補強リブ制作取付加工溶接,0,1,0,制作取付加工溶接,,false,0.95,manual_csv_import,other: 制作取付加工溶接,2025-09-16T20:22:06.969Z,
60,21111311-1,1,1,床板修正,修正,床板,,床板修正,15000,1,15000,,,false,0.95,manual_csv_import,,2025-09-16T20:22:06.969Z,
61,21111311-1,3,1,左右フェンダー脱着溶接付け替え 左右溶接,脱着・溶接・付け替え,フェンダー,左右,左右リアフェンダー脱着、ステー付け替え溶接,0,1,0,左右溶接,,false,0.95,manual_csv_import,other: 左右溶接,2025-09-16T20:22:06.969Z,
62,21111311-1,3,2,左右ステー溶接脱着付け替え 付け替え,溶接・脱着・付け替え,ステー,左右,左右リアフェンダー脱着、ステー付け替え溶接,0,1,0,付け替え,,false,0.95,manual_csv_import,other: 付け替え,2025-09-16T20:22:06.969Z,
63,21111311-1,4,1,左リブ入れ補強 前床板破損部溶接,補強・溶接,リブ入れ,左,左前床板破損部補強リブ入れ溶接,12000,1,12000,前床板破損部溶接,,false,0.95,manual_csv_import,other: 前床板破損部溶接,2025-09-16T20:22:06.970Z,
64,21111312-1,1,1,リヤ戸当たりゴム取付 リヤゲート,取付,戸当たりゴム,リヤ,リヤゲート戸当たりゴム取付、ワッシャー追加取付,0,1,0,リヤゲート,,false,0.95,manual_csv_import,other: リヤゲート,2025-09-16T20:22:06.970Z,
65,21111312-1,1,2,リヤ取付 ワッシャー追加,取付,,リヤ,リヤゲート戸当たりゴム取付、ワッシャー追加取付,0,1,0,ワッシャー追加,,false,0.95,manual_csv_import,other: ワッシャー追加,2025-09-16T20:22:06.970Z,
66,21111313-1,1,1,右サイドガード修正 右折損部取付溶接,修正・取付・溶接,サイドガード,右,右サイドガード折損部修正取付溶接,5000,1,5000,右折損部取付溶接,,false,0.95,manual_csv_import,other: 右折損部取付溶接,2025-09-16T20:22:06.970Z,
67,21111314-1,1,1,外ボルト折れ込み取外し リヤナンバー取替,取外し・取替,ボルト折れ込み,外,リヤナンバーボルト折れ込み取外し取替,5000,1,5000,リヤナンバー取替,,false,0.95,manual_csv_import,other: リヤナンバー取替,2025-09-16T20:22:06.970Z,
68,21111315-1,1,1,フロントフロントリッド取替 グリル脱着グロメット貼付,取替・脱着・貼付,フロントリッド,フロント,フロントリッドグリル脱着グロメット取替貼付,5000,1,5000,グリル脱着グロメット貼付,,false,0.95,manual_csv_import,other: グリル脱着グロメット貼付,2025-09-16T20:22:06.970Z,
69,21111315-1,1,1,グリスアップ ウイング蝶番,,グリスアップ,,ウイング蝶番グリスアップ,5000,1,5000,ウイング蝶番,,false,0.95,manual_csv_import,other: ウイング蝶番,2025-09-16T20:22:06.970Z,
70,21111315-1,3,1,右ステンウィングキャッチ曲がり直し 後ろ受け脱着,曲がり直し・脱着,ステンウィングキャッチ,右,右後ろステンウィングキャッチ受け脱着曲がり直し,8000,1,8000,後ろ受け脱着,,false,0.95,manual_csv_import,other: 後ろ受け脱着,2025-09-16T20:22:06.970Z,
71,21111316-1,1,1,外ジャバラパイプ脱着取外し加工,脱着・取外し・加工,ジャバラパイプ,外,ジャバラパイプ脱着、UDPCマフラー取外し、腐食ボルト折れ込み取外し加工、タップ掛け,0,1,0,,,false,0.95,manual_csv_import,,2025-09-16T20:22:06.970Z,
72,21111316-1,1,2,外マフラー取外し脱着加工 UDPC,取外し・脱着・加工,マフラー,外,ジャバラパイプ脱着、UDPCマフラー取外し、腐食ボルト折れ込み取外し加工、タップ掛け,0,1,0,UDPC,,false,0.95,manual_csv_import,other: UDPC,2025-09-16T20:22:06.970Z,
73,21111316-1,1,3,外ボルト折れ込み取外し脱着加工 腐食加工,取外し・脱着・加工,ボルト折れ込み,外,ジャバラパイプ脱着、UDPCマフラー取外し、腐食ボルト折れ込み取外し加工、タップ掛け,0,1,0,腐食加工,,false,0.95,manual_csv_import,other: 腐食加工,2025-09-16T20:22:06.970Z,
74,21111316-1,1,4,外タップ脱着取外し加工 掛け,脱着・取外し・加工,タップ,外,ジャバラパイプ脱着、UDPCマフラー取外し、腐食ボルト折れ込み取外し加工、タップ掛け,0,1,0,掛け,,false,0.95,manual_csv_import,other: 掛け,2025-09-16T20:22:06.970Z,
75,21111317-1,1,1,左右キャスターストッパー仕上げ 右溶接部分切断取外し加工,仕上げ・取外し・加工,キャスターストッパー,左右,左右キャスターストッパー溶接部分切断取外し仕上げ、コーキング入替、フラットバー切断廃棄、押えアングル止め加工,0,1,0,右溶接部分切断取外し加工,,false,0.95,manual_csv_import,other: 右溶接部分切断取外し加工,2025-09-16T20:22:06.970Z,
76,21111317-1,1,2,左右コーキング入替加工取外し溶接,加工・取外し・溶接,コーキング入替,左右,左右キャスターストッパー溶接部分切断取外し仕上げ、コーキング入替、フラットバー切断廃棄、押えアングル止め加工,0,1,0,,,false,0.95,manual_csv_import,,2025-09-16T20:22:06.970Z,
77,21111317-1,1,3,左右フラットバー切断取外し加工 廃棄加工,切断・取外し・加工,フラットバー,左右,左右キャスターストッパー溶接部分切断取外し仕上げ、コーキング入替、フラットバー切断廃棄、押えアングル止め加工,0,1,0,廃棄加工,,false,0.95,manual_csv_import,other: 廃棄加工,2025-09-16T20:22:06.970Z,
78,21111317-1,1,4,左右アングル加工取外し溶接 押え止め,加工・取外し・溶接,アングル,左右,左右キャスターストッパー溶接部分切断取外し仕上げ、コーキング入替、フラットバー切断廃棄、押えアングル止め加工,0,1,0,押え止め,,false,0.95,manual_csv_import,other: 押え止め,2025-09-16T20:22:06.970Z,
79,21111318-1,1,1,左観音扉加工切替付替 下側中板一部分切替,加工・切替・付替,観音扉,左,左観音扉下側中板一部分切替加工、開き止め付替え加工、コーキング入替,0,1,0,下側中板一部分切替,,false,0.95,manual_csv_import,other: 下側中板一部分切替,2025-09-16T20:22:06.970Z,
80,21111318-1,1,2,左付替切替加工 開き止めえ加工,付替・切替・加工,,左,左観音扉下側中板一部分切替加工、開き止め付替え加工、コーキング入替,0,1,0,開き止めえ加工,,false,0.95,manual_csv_import,other: 開き止めえ加工,2025-09-16T20:22:06.970Z,
81,21111318-1,1,3,左コーキング入替加工切替付替,加工・切替・付替,コーキング入替,左,左観音扉下側中板一部分切替加工、開き止め付替え加工、コーキング入替,0,1,0,,,false,0.95,manual_csv_import,,2025-09-16T20:22:06.970Z,
82,21111318-1,2,1,右観音扉加工取替取付 右下中板切替ステー取付,加工・取替・取付,観音扉,右,右観音扉下側中板切替ステー取付加工、ヒンジ、キャッチシャフト、開き止め脱着付替え加工、裏鋼板切替接着加工、ボルト切断取替、コーキング入替加工,0,1,0,右下中板切替ステー取付,ドア修理一式,false,0.95,manual_csv_import,other: 右下中板切替ステー取付 | set: ドア修理一式,2025-09-16T20:22:06.970Z,
83,21111318-1,2,2,右ヒンジ加工取替取付,加工・取替・取付,ヒンジ,右,右観音扉下側中板切替ステー取付加工、ヒンジ、キャッチシャフト、開き止め脱着付替え加工、裏鋼板切替接着加工、ボルト切断取替、コーキング入替加工,0,1,0,,ドア修理一式,false,0.95,manual_csv_import,set: ドア修理一式,2025-09-16T20:22:06.970Z,
84,21111318-1,2,3,右キャッチシャフト加工取替取付,加工・取替・取付,キャッチシャフト,右,右観音扉下側中板切替ステー取付加工、ヒンジ、キャッチシャフト、開き止め脱着付替え加工、裏鋼板切替接着加工、ボルト切断取替、コーキング入替加工,0,1,0,,ドア修理一式,false,0.95,manual_csv_import,set: ドア修理一式,2025-09-16T20:22:06.970Z,
85,21111318-1,2,4,右ボルト切断取替付替取替取付 開き止め脱着え加工加工,付替・取替・取付,ボルト切断取替,右,右観音扉下側中板切替ステー取付加工、ヒンジ、キャッチシャフト、開き止め脱着付替え加工、裏鋼板切替接着加工、ボルト切断取替、コーキング入替加工,0,1,0,開き止め脱着え加工加工,ドア修理一式,false,0.95,manual_csv_import,other: 開き止め脱着え加工加工 | set: ドア修理一式,2025-09-16T20:22:06.970Z,
86,21111318-1,2,5,右鋼板加工取替取付 切替接着,加工・取替・取付,鋼板,右,右観音扉下側中板切替ステー取付加工、ヒンジ、キャッチシャフト、開き止め脱着付替え加工、裏鋼板切替接着加工、ボルト切断取替、コーキング入替加工,0,1,0,切替接着,ドア修理一式,false,0.95,manual_csv_import,other: 切替接着 | set: ドア修理一式,2025-09-16T20:22:06.970Z,
87,21111318-1,2,6,右ボルト切断取替取付 取替加工,切断・取替・取付,ボルト,右,右観音扉下側中板切替ステー取付加工、ヒンジ、キャッチシャフト、開き止め脱着付替え加工、裏鋼板切替接着加工、ボルト切断取替、コーキング入替加工,0,1,0,取替加工,ドア修理一式,false,0.95,manual_csv_import,other: 取替加工 | set: ドア修理一式,2025-09-16T20:22:06.970Z,
88,21111318-1,2,7,右コーキング入替加工取替取付,加工・取替・取付,コーキング入替,右,右観音扉下側中板切替ステー取付加工、ヒンジ、キャッチシャフト、開き止め脱着付替え加工、裏鋼板切替接着加工、ボルト切断取替、コーキング入替加工,0,1,0,,ドア修理一式,false,0.95,manual_csv_import,set: ドア修理一式,2025-09-16T20:22:06.970Z,
89,21111318-1,3,1,ボルト一式 材料 トタン,,ボルト一式,,材料　　トタン、木材、ステー、接着剤、コーキング、ボルト一式,0,1,0,材料 トタン,,false,0.95,manual_csv_import,other: 材料 トタン,2025-09-16T20:22:06.970Z,
90,21111318-1,3,2,木材,,木材,,材料　　トタン、木材、ステー、接着剤、コーキング、ボルト一式,0,1,0,,,false,0.95,manual_csv_import,,2025-09-16T20:22:06.970Z,
91,21111318-1,3,3,ステー,,ステー,,材料　　トタン、木材、ステー、接着剤、コーキング、ボルト一式,0,1,0,,,false,0.95,manual_csv_import,,2025-09-16T20:22:06.970Z,
